country,weekly_count,year_week
Netherlands,17830,2021-34
Netherlands,17661,2021-35
Netherlands,16716,2021-36
Netherlands,14024,2021-37
Netherlands,11614,2021-38
Netherlands,11547,2021-39
Netherlands,16143,2021-40
Netherlands,23570,2021-41
North Macedonia,0,2020-01
North Macedonia,0,2020-02
North Macedonia,0,2020-03
North Macedonia,0,2020-04
North Macedonia,0,2020-05
North Macedonia,0,2020-06
North Macedonia,0,2020-07
North Macedonia,0,2020-08
North Macedonia,1,2020-09
North Macedonia,2,2020-10
North Macedonia,10,2020-11
North Macedonia,101,2020-12
North Macedonia,145,2020-13
North Macedonia,224,2020-14
North Macedonia,345,2020-15
North Macedonia,379,2020-16
North Macedonia,179,2020-17
North Macedonia,125,2020-18
North Macedonia,131,2020-19
North Macedonia,150,2020-20
North Macedonia,186,2020-21
North Macedonia,248,2020-22
North Macedonia,802,2020-23
North Macedonia,1029,2020-24
North Macedonia,1049,2020-25
North Macedonia,986,2020-26
North Macedonia,954,2020-27
North Macedonia,1065,2020-28
North Macedonia,1021,2020-29
North Macedonia,954,2020-30
North Macedonia,968,2020-31
North Macedonia,802,2020-32
North Macedonia,883,2020-33
North Macedonia,775,2020-34
North Macedonia,413,2020-35
North Macedonia,835,2020-36
North Macedonia,932,2020-37
North Macedonia,1041,2020-38
North Macedonia,894,2020-39
North Macedonia,973,2020-40
North Macedonia,2335,2020-41
North Macedonia,2691,2020-42
North Macedonia,3326,2020-43
North Macedonia,5482,2020-44
North Macedonia,7324,2020-45
North Macedonia,7290,2020-46
North Macedonia,7693,2020-47
North Macedonia,6800,2020-48
North Macedonia,6425,2020-49
North Macedonia,5670,2020-50
North Macedonia,4667,2020-51
North Macedonia,3499,2020-52
North Macedonia,2220,2020-53
North Macedonia,2470,2021-01
North Macedonia,2444,2021-02
North Macedonia,1716,2021-03
North Macedonia,2039,2021-04
North Macedonia,2105,2021-05
North Macedonia,2254,2021-06
North Macedonia,2233,2021-07
North Macedonia,3502,2021-08
North Macedonia,4376,2021-09
North Macedonia,5483,2021-10
North Macedonia,6732,2021-11
North Macedonia,7560,2021-12
North Macedonia,7196,2021-13
North Macedonia,7710,2021-14
North Macedonia,5250,2021-15
North Macedonia,3494,2021-16
North Macedonia,2097,2021-17
North Macedonia,1341,2021-18
North Macedonia,672,2021-19
North Macedonia,365,2021-20
North Macedonia,209,2021-21
North Macedonia,146,2021-22
North Macedonia,118,2021-23
North Macedonia,88,2021-24
North Macedonia,49,2021-25
North Macedonia,43,2021-26
North Macedonia,86,2021-27
North Macedonia,129,2021-28
North Macedonia,155,2021-29
North Macedonia,366,2021-30
North Macedonia,1573,2021-31
North Macedonia,4139,2021-32
North Macedonia,6708,2021-33
North Macedonia,6458,2021-34
North Macedonia,4715,2021-35
North Macedonia,3478,2021-36
North Macedonia,3391,2021-37
North Macedonia,2973,2021-38
North Macedonia,2591,2021-39
North Macedonia,2413,2021-40
North Macedonia,2200,2021-41
Norway,0,2020-01
Norway,0,2020-02
Norway,0,2020-03
Norway,0,2020-04
Norway,0,2020-05
Norway,0,2020-06
Norway,0,2020-07
Norway,0,2020-08
Norway,19,2020-09
Norway,150,2020-10
Norway,908,2020-11
Norway,1055,2020-12
Norway,1970,2020-13
Norway,1538,2020-14
Norway,775,2020-15
Norway,653,2020-16
Norway,437,2020-17
Norway,304,2020-18
Norway,290,2020-19
Norway,98,2020-20
Norway,112,2020-21
Norway,102,2020-22
Norway,93,2020-23
Norway,102,2020-24
Norway,102,2020-25
Norway,107,2020-26
Norway,80,2020-27
Norway,70,2020-28
Norway,50,2020-29
Norway,70,2020-30
Norway,123,2020-31
Norway,260,2020-32
Norway,382,2020-33
Norway,347,2020-34
Norway,346,2020-35
Norway,577,2020-36
Norway,746,2020-37
Norway,779,2020-38
Norway,761,2020-39
Norway,743,2020-40
Norway,1072,2020-41
Norway,915,2020-42
Norway,1096,2020-43
Norway,2331,2020-44
Norway,3662,2020-45
Norway,4001,2020-46
Norway,4212,2020-47
Norway,3309,2020-48
Norway,2624,2020-49
Norway,3632,2020-50
Norway,1772,2020-51
Norway,4282,2020-52
Norway,3658,2020-53
Norway,4758,2021-01
Norway,3178,2021-02
Norway,2431,2021-03
Norway,1884,2021-04
Norway,1806,2021-05
Norway,1729,2021-06
Norway,2030,2021-07
Norway,2471,2021-08
Norway,3938,2021-09
Norway,5500,2021-10
Norway,6499,2021-11
Norway,6206,2021-12
Norway,5529,2021-13
Norway,4946,2021-14
Norway,3890,2021-15
Norway,3101,2021-16
Norway,2857,2021-17
Norway,2973,2021-18
Norway,2816,2021-19
Norway,3115,2021-20
Norway,2408,2021-21
Norway,2037,2021-22
Norway,1262,2021-23
Norway,1253,2021-24
Norway,1287,2021-25
Norway,1326,2021-26
Norway,1250,2021-27
Norway,1142,2021-28
Norway,1430,2021-29
Norway,2183,2021-30
Norway,2880,2021-31
Norway,3648,2021-32
Norway,4339,2021-33
Norway,8217,2021-34
Norway,10217,2021-35
Norway,8883,2021-36
Norway,6101,2021-37
Norway,4691,2021-38
Norway,3604,2021-39
Norway,3029,2021-40
Norway,2789,2021-41
Poland,11,2020-10
Poland,114,2020-11
Poland,509,2020-12
Poland,1228,2020-13
Poland,2240,2020-14
Poland,2572,2020-15
Poland,2613,2020-16
Poland,2330,2020-17
Poland,2076,2020-18
Poland,2303,2020-19
Poland,2533,2020-20
Poland,2797,2020-21
Poland,2460,2020-22
Poland,2775,2020-23
Poland,2831,2020-24
Poland,2539,2020-25
Poland,1976,2020-26
Poland,2043,2020-27
Poland,1941,2020-28
Poland,2213,2020-29
Poland,2961,2020-30
Poland,3829,2020-31
Poland,4897,2020-32
Poland,4893,2020-33
Poland,5078,2020-34
Poland,5108,2020-35
Poland,3954,2020-36
Poland,3328,2020-37
Poland,5088,2020-38
Poland,8090,2020-39
Poland,10810,2020-40
Poland,27676,2020-41
Poland,49950,2020-42
Poland,77922,2020-43
Poland,126214,2020-44
Poland,166523,2020-45
Poland,166547,2020-46
Poland,148359,2020-47
Poland,123744,2020-48
Poland,78374,2020-49
Poland,72227,2020-50
Poland,67024,2020-51
Poland,58310,2020-52
Poland,61937,2020-53
Poland,67438,2021-01
Poland,48529,2021-02
Poland,39205,2021-03
Poland,35266,2021-04
Poland,39301,2021-05
Poland,38811,2021-06
Poland,47270,2021-07
Poland,73005,2021-08
Poland,89311,2021-09
Poland,116444,2021-10
Poland,155602,2021-11
Poland,194835,2021-12
Poland,180499,2021-13
Poland,138184,2021-14
Poland,108680,2021-15
Poland,66996,2021-16
Poland,43433,2021-17
Poland,29327,2021-18
Poland,20107,2021-19
Poland,10991,2021-20
Poland,6102,2021-21
Poland,3045,2021-22
Poland,2280,2021-23
Poland,1232,2021-24
Poland,849,2021-25
Poland,619,2021-26
Poland,557,2021-27
Poland,626,2021-28
Poland,729,2021-29
Poland,900,2021-30
Poland,1042,2021-31
Poland,1299,2021-32
Poland,1344,2021-33
Poland,1580,2021-34
Poland,2281,2021-35
Poland,3253,2021-36
Poland,4380,2021-37
Poland,5356,2021-38
Poland,7894,2021-39
Poland,11755,2021-40
Poland,17822,2021-41
Portugal,30,2020-10
Portugal,215,2020-11
Portugal,1355,2020-12
Portugal,4362,2020-13
Portugal,5316,2020-14
Portugal,5307,2020-15
Portugal,3621,2020-16
Portugal,3640,2020-17
Portugal,1678,2020-18
Portugal,2057,2020-19
Portugal,1455,2020-20
Portugal,1587,2020-21
Portugal,1877,2020-22
Portugal,1993,2020-23
Portugal,2197,2020-24
Portugal,2443,2020-25
Portugal,2513,2020-26
Portugal,2251,2020-27
Portugal,2615,2020-28
Portugal,2124,2020-29
Portugal,1528,2020-30
Portugal,1299,2020-31
Portugal,1205,2020-32
Portugal,1434,2020-33
Portugal,1495,2020-34
Portugal,2171,2020-35
Portugal,2490,2020-36
Portugal,3725,2020-37
Portugal,4594,2020-38
Portugal,5027,2020-39
Portugal,4643,2020-40
Portugal,8417,2020-41
Portugal,13247,2020-42
Portugal,18775,2020-43
Portugal,25655,2020-44
Portugal,34983,2020-45
Portugal,37977,2020-46
Portugal,43457,2020-47
Portugal,34041,2020-48
Portugal,27675,2020-49
Portugal,26270,2020-50
Portugal,25377,2020-51
Portugal,22545,2020-52
Portugal,34957,2020-53
Portugal,57670,2021-01
Portugal,67210,2021-02
Portugal,86610,2021-03
Portugal,83208,2021-04
Portugal,41598,2021-05
Portugal,19140,2021-06
Portugal,10466,2021-07
Portugal,7431,2021-08
Portugal,5503,2021-09
Portugal,4054,2021-10
Portugal,3265,2021-11
Portugal,2938,2021-12
Portugal,2778,2021-13
Portugal,4271,2021-14
Portugal,3456,2021-15
Portugal,3417,2021-16
Portugal,2819,2021-17
Portugal,2283,2021-18
Portugal,2641,2021-19
Portugal,3084,2021-20
Portugal,3628,2021-21
Portugal,3941,2021-22
Portugal,5038,2021-23
Portugal,7734,2021-24
Portugal,9643,2021-25
Portugal,15122,2021-26
Portugal,19185,2021-27
Portugal,22784,2021-28
Portugal,22129,2021-29
Portugal,17458,2021-30
Portugal,15934,2021-31
Portugal,16409,2021-32
Portugal,16076,2021-33
Portugal,15473,2021-34
Portugal,11691,2021-35
Portugal,8332,2021-36
Portugal,6278,2021-37
Portugal,4855,2021-38
Portugal,4132,2021-39
Portugal,4332,2021-40
Portugal,4458,2021-41
Romania,0,2020-01
Romania,0,2020-02
Romania,0,2020-03
Romania,0,2020-04
Romania,0,2020-05
Romania,0,2020-06
Romania,0,2020-07
Romania,0,2020-08
Romania,3,2020-09
Romania,12,2020-10
Romania,124,2020-11
Romania,294,2020-12
Romania,1327,2020-13
Romania,2104,2020-14
Romania,2436,2020-15
Romania,2446,2020-16
Romania,2290,2020-17
Romania,2127,2020-18
Romania,2199,2020-19
Romania,1509,2020-20
Romania,1199,2020-21
Romania,1187,2020-22
Romania,1222,2020-23
Romania,1520,2020-24
Romania,2046,2020-25
Romania,2268,2020-26
Romania,2660,2020-27
Romania,3562,2020-28
Romania,4923,2020-29
Romania,7340,2020-30
Romania,8388,2020-31
Romania,8582,2020-32
Romania,8693,2020-33
Romania,8064,2020-34
Romania,8260,2020-35
Romania,8229,2020-36
Romania,8481,2020-37
Romania,9286,2020-38
Romania,9892,2020-39
Romania,11392,2020-40
Romania,21218,2020-41
Romania,25105,2020-42
Romania,29260,2020-43
Romania,37015,2020-44
Romania,57088,2020-45
Romania,56530,2020-46
Romania,58364,2020-47
Romania,52891,2020-48
Romania,42040,2020-49
Romania,42759,2020-50
Romania,34959,2020-51
Romania,27135,2020-52
Romania,22000,2020-53
Romania,32842,2021-01
Romania,21882,2021-02
Romania,17408,2021-03
Romania,17495,2021-04
Romania,16581,2021-05
Romania,16657,2021-06
Romania,18035,2021-07
Romania,22761,2021-08
Romania,26473,2021-09
Romania,32118,2021-10
Romania,38177,2021-11
Romania,39585,2021-12
Romania,37543,2021-13
Romania,30504,2021-14
Romania,22582,2021-15
Romania,16448,2021-16
Romania,10817,2021-17
Romania,8394,2021-18
Romania,5560,2021-19
Romania,3482,2021-20
Romania,1964,2021-21
Romania,1215,2021-22
Romania,824,2021-23
Romania,506,2021-24
Romania,385,2021-25
Romania,312,2021-26
Romania,296,2021-27
Romania,403,2021-28
Romania,698,2021-29
Romania,1102,2021-30
Romania,1622,2021-31
Romania,2409,2021-32
Romania,3831,2021-33
Romania,6112,2021-34
Romania,9591,2021-35
Romania,15610,2021-36
Romania,29399,2021-37
Romania,47709,2021-38
Romania,74358,2021-39
Romania,91669,2021-40
Romania,101613,2021-41
Russia,0,2020-01
Russia,0,2020-02
Russia,0,2020-03
Russia,0,2020-04
Russia,2,2020-05
Russia,0,2020-06
Russia,0,2020-07
Russia,0,2020-08
Russia,0,2020-09
Russia,8,2020-10
Russia,53,2020-11
Russia,304,2020-12
Russia,1167,2020-13
Russia,3855,2020-14
Russia,10381,2020-15
Russia,27083,2020-16
Russia,38096,2020-17
Russia,53738,2020-18
Russia,75001,2020-19
Russia,72064,2020-20
Russia,62729,2020-21
Russia,61362,2020-22
Russia,61830,2020-23
Russia,61291,2020-24
Russia,55716,2020-25
Russia,49757,2020-26
Russia,46814,2020-27
Russia,45911,2020-28
Russia,44384,2020-29
Russia,40939,2020-30
Russia,38385,2020-31
Russia,36666,2020-32
Russia,35317,2020-33
Russia,33896,2020-34
Russia,33577,2020-35
Russia,35179,2020-36
Russia,37306,2020-37
Russia,40588,2020-38
Russia,48039,2020-39
Russia,63563,2020-40
Russia,83717,2020-41
Russia,100616,2020-42
Russia,114543,2020-43
Russia,122904,2020-44
Russia,137553,2020-45
Russia,151491,2020-46
Russia,163504,2020-47
Russia,179987,2020-48
Russia,191454,2020-49
Russia,193158,2020-50
Russia,108740,2020-51
Russia,315367,2020-52
Russia,182103,2020-53
Russia,165131,2021-01
Russia,165797,2021-02
Russia,147624,2021-03
Russia,129397,2021-04
Russia,115110,2021-05
Russia,102893,2021-06
Russia,91240,2021-07
Russia,80320,2021-08
Russia,75379,2021-09
Russia,57579,2021-10
Russia,75545,2021-11
Russia,62390,2021-12
Russia,52351,2021-13
Russia,60496,2021-14
Russia,60711,2021-15
Russia,69271,2021-16
Russia,51883,2021-17
Russia,57007,2021-18
Russia,69311,2021-19
Russia,51932,2021-20
Russia,70412,2021-21
Russia,54520,2021-22
Russia,95971,2021-23
Russia,94418,2021-24
Russia,156115,2021-25
Russia,138000,2021-26
Russia,197532,2021-27
Russia,174293,2021-28
Russia,167014,2021-29
Russia,162405,2021-30
Russia,135565,2021-31
Russia,153086,2021-32
Russia,146251,2021-33
Russia,135740,2021-34
Russia,129772,2021-35
Russia,127471,2021-36
Russia,134858,2021-37
Russia,145985,2021-38
Russia,191404,2021-39
Russia,163048,2021-40
Russia,217322,2021-41
San Marino,0,2020-01
San Marino,0,2020-02
San Marino,0,2020-03
San Marino,0,2020-04
San Marino,0,2020-05
San Marino,0,2020-06
San Marino,0,2020-07
San Marino,0,2020-08
San Marino,8,2020-09
San Marino,29,2020-10
San Marino,61,2020-11
San Marino,53,2020-12
San Marino,78,2020-13
San Marino,37,2020-14
San Marino,90,2020-15
San Marino,105,2020-16
San Marino,77,2020-17
San Marino,44,2020-18
San Marino,46,2020-19
San Marino,26,2020-20
San Marino,11,2020-21
San Marino,6,2020-22
San Marino,16,2020-23
San Marino,7,2020-24
San Marino,2,2020-25
San Marino,2,2020-26
San Marino,0,2020-27
San Marino,1,2020-28
San Marino,0,2020-29
San Marino,0,2020-30
San Marino,0,2020-31
San Marino,11,2020-32
San Marino,0,2020-33
San Marino,0,2020-34
San Marino,0,2020-35
San Marino,6,2020-36
San Marino,6,2020-37
San Marino,1,2020-38
San Marino,4,2020-39
San Marino,5,2020-40
San Marino,20,2020-41
San Marino,7,2020-42
San Marino,60,2020-43
San Marino,109,2020-44
San Marino,115,2020-45
San Marino,210,2020-46
San Marino,142,2020-47
San Marino,191,2020-48
San Marino,203,2020-49
San Marino,158,2020-50
San Marino,160,2020-51
San Marino,168,2020-52
San Marino,218,2020-53
San Marino,174,2021-01
San Marino,120,2021-02
San Marino,87,2021-03
San Marino,151,2021-04
San Marino,112,2021-05
San Marino,180,2021-06
San Marino,155,2021-07
San Marino,244,2021-08
San Marino,219,2021-09
San Marino,0,2021-10
San Marino,421,2021-11
San Marino,0,2021-12
San Marino,419,2021-13
San Marino,187,2021-14
San Marino,64,2021-15
San Marino,29,2021-16
San Marino,12,2021-17
San Marino,0,2021-18
San Marino,20,2021-19
San Marino,2,2021-20
San Marino,1,2021-21
San Marino,0,2021-22
San Marino,0,2021-23
San Marino,1,2021-24
San Marino,1,2021-25
San Marino,0,2021-26
San Marino,0,2021-27
San Marino,4,2021-28
San Marino,20,2021-29
San Marino,31,2021-30
San Marino,47,2021-31
San Marino,37,2021-32
San Marino,30,2021-33
San Marino,60,2021-34
San Marino,0,2021-35
San Marino,67,2021-36
San Marino,31,2021-37
San Marino,9,2021-38
San Marino,16,2021-39
San Marino,26,2021-40
San Marino,5,2021-41
Serbia,55,2020-11
Serbia,133,2020-12
Serbia,553,2020-13
Serbia,1167,2020-14
Serbia,1722,2020-15
Serbia,2688,2020-16
Serbia,1724,2020-17
Serbia,1422,2020-18
Serbia,650,2020-19
Serbia,496,2020-20
Serbia,549,2020-21
Serbia,253,2020-22
Serbia,411,2020-23
Serbia,487,2020-24
Serbia,584,2020-25
Serbia,1152,2020-26
Serbia,2085,2020-27
Serbia,2229,2020-28
Serbia,2534,2020-29
Serbia,2836,2020-30
Serbia,2463,2020-31
Serbia,1906,2020-32
Serbia,1583,2020-33
Serbia,975,2020-34
Serbia,708,2020-35
Serbia,540,2020-36
Serbia,503,2020-37
Serbia,500,2020-38
Serbia,476,2020-39
Serbia,517,2020-40
Serbia,886,2020-41
Serbia,1373,2020-42
Serbia,3326,2020-43
Serbia,8917,2020-44
Serbia,14344,2020-45
Serbia,21821,2020-46
Serbia,36552,2020-47
Serbia,48094,2020-48
Serbia,50438,2020-49
Serbia,46780,2020-50
Serbia,37315,2020-51
Serbia,24872,2020-52
Serbia,15251,2020-53
Serbia,15819,2021-01
Serbia,12844,2021-02
Serbia,11070,2021-03
Serbia,11660,2021-04
Serbia,12618,2021-05
Serbia,12998,2021-06
Serbia,15761,2021-07
Serbia,22619,2021-08
Serbia,26180,2021-09
Serbia,30838,2021-10
Serbia,34851,2021-11
Serbia,34378,2021-12
Serbia,32163,2021-13
Serbia,24539,2021-14
Serbia,20160,2021-15
Serbia,17299,2021-16
Serbia,12253,2021-17
Serbia,8488,2021-18
Serbia,6050,2021-19
Serbia,3481,2021-20
Serbia,2285,2021-21
Serbia,1454,2021-22
Serbia,1213,2021-23
Serbia,862,2021-24
Serbia,548,2021-25
Serbia,572,2021-26
Serbia,676,2021-27
Serbia,1041,2021-28
Serbia,1522,2021-29
Serbia,2109,2021-30
Serbia,3481,2021-31
Serbia,6342,2021-32
Serbia,10269,2021-33
Serbia,15304,2021-34
Serbia,22106,2021-35
Serbia,43438,2021-36
Serbia,42525,2021-37
Serbia,45380,2021-38
Serbia,49940,2021-39
Serbia,44162,2021-40
Serbia,43667,2021-41
Slovakia,7,2020-10
Slovakia,65,2020-11
Slovakia,132,2020-12
Slovakia,159,2020-13
Slovakia,218,2020-14
Slovakia,254,2020-15
Slovakia,364,2020-16
Slovakia,185,2020-17
Slovakia,37,2020-18
Slovakia,44,2020-19
Slovakia,30,2020-20
Slovakia,18,2020-21
Slovakia,9,2020-22
Slovakia,9,2020-23
Slovakia,21,2020-24
Slovakia,37,2020-25
Slovakia,78,2020-26
Slovakia,100,2020-27
Slovakia,141,2020-28
Slovakia,113,2020-29
Slovakia,183,2020-30
Slovakia,164,2020-31
Slovakia,247,2020-32
Slovakia,307,2020-33
Slovakia,530,2020-34
Slovakia,537,2020-35
Slovakia,738,2020-36
Slovakia,1041,2020-37
Slovakia,1163,2020-38
Slovakia,2643,2020-39
Slovakia,4238,2020-40
Slovakia,7114,2020-41
Slovakia,10761,2020-42
Slovakia,15338,2020-43
Slovakia,21372,2020-44
Slovakia,15950,2020-45
Slovakia,12469,2020-46
Slovakia,12201,2020-47
Slovakia,15301,2020-48
Slovakia,20515,2020-49
Slovakia,32028,2020-50
Slovakia,44053,2020-51
Slovakia,34183,2020-52
Slovakia,47940,2020-53
Slovakia,42888,2021-01
Slovakia,31090,2021-02
Slovakia,36318,2021-03
Slovakia,33861,2021-04
Slovakia,38440,2021-05
Slovakia,36761,2021-06
Slovakia,38645,2021-07
Slovakia,36357,2021-08
Slovakia,34303,2021-09
Slovakia,29325,2021-10
Slovakia,24069,2021-11
Slovakia,19717,2021-12
Slovakia,13865,2021-13
Slovakia,13536,2021-14
Slovakia,10024,2021-15
Slovakia,8581,2021-16
Slovakia,6989,2021-17
Slovakia,5235,2021-18
Slovakia,3763,2021-19
Slovakia,2547,2021-20
Slovakia,2012,2021-21
Slovakia,1510,2021-22
Slovakia,1032,2021-23
Slovakia,604,2021-24
Slovakia,443,2021-25
Slovakia,239,2021-26
Slovakia,302,2021-27
Slovakia,262,2021-28
Slovakia,372,2021-29
Slovakia,479,2021-30
Slovakia,532,2021-31
Slovakia,647,2021-32
Slovakia,877,2021-33
Slovakia,1103,2021-34
Slovakia,2381,2021-35
Slovakia,4004,2021-36
Slovakia,6358,2021-37
Slovakia,8213,2021-38
Slovakia,10689,2021-39
Slovakia,13213,2021-40
Slovakia,13225,2021-41
Slovenia,31,2020-10
Slovenia,245,2020-11
Slovenia,202,2020-12
Slovenia,327,2020-13
Slovenia,251,2020-14
Slovenia,165,2020-15
Slovenia,124,2020-16
Slovenia,64,2020-17
Slovenia,36,2020-18
Slovenia,16,2020-19
Slovenia,6,2020-20
Slovenia,2,2020-21
Slovenia,6,2020-22
Slovenia,11,2020-23
Slovenia,13,2020-24
Slovenia,35,2020-25
Slovenia,65,2020-26
Slovenia,140,2020-27
Slovenia,121,2020-28
Slovenia,118,2020-29
Slovenia,119,2020-30
Slovenia,88,2020-31
Slovenia,82,2020-32
Slovenia,184,2020-33
Slovenia,230,2020-34
Slovenia,238,2020-35
Slovenia,309,2020-36
Slovenia,599,2020-37
Slovenia,726,2020-38
Slovenia,930,2020-39
Slovenia,1277,2020-40
Slovenia,2467,2020-41
Slovenia,5253,2020-42
Slovenia,10952,2020-43
Slovenia,11509,2020-44
Slovenia,9035,2020-45
Slovenia,9957,2020-46
Slovenia,9821,2020-47
Slovenia,9769,2020-48
Slovenia,10462,2020-49
Slovenia,9996,2020-50
Slovenia,9163,2020-51
Slovenia,9082,2020-52
Slovenia,10190,2020-53
Slovenia,11716,2021-01
Slovenia,9041,2021-02
Slovenia,8277,2021-03
Slovenia,8096,2021-04
Slovenia,5615,2021-05
Slovenia,5854,2021-06
Slovenia,5156,2021-07
Slovenia,12966,2021-08
Slovenia,5381,2021-09
Slovenia,5052,2021-10
Slovenia,5858,2021-11
Slovenia,6754,2021-12
Slovenia,6657,2021-13
Slovenia,7150,2021-14
Slovenia,5195,2021-15
Slovenia,4929,2021-16
Slovenia,4761,2021-17
Slovenia,3875,2021-18
Slovenia,3199,2021-19
Slovenia,2175,2021-20
Slovenia,1955,2021-21
Slovenia,1607,2021-22
Slovenia,926,2021-23
Slovenia,483,2021-24
Slovenia,220,2021-25
Slovenia,189,2021-26
Slovenia,422,2021-27
Slovenia,382,2021-28
Slovenia,490,2021-29
Slovenia,706,2021-30
Slovenia,885,2021-31
Slovenia,1432,2021-32
Slovenia,2325,2021-33
Slovenia,3061,2021-34
Slovenia,4218,2021-35
Slovenia,6435,2021-36
Slovenia,7229,2021-37
Slovenia,5913,2021-38
Slovenia,6073,2021-39
Slovenia,5581,2021-40
Slovenia,7515,2021-41
Spain,0,2020-01
Spain,0,2020-02
Spain,0,2020-03
Spain,0,2020-04
Spain,1,2020-05
Spain,1,2020-06
Spain,0,2020-07
Spain,0,2020-08
Spain,134,2020-09
Spain,1391,2020-10
Spain,9964,2020-11
Spain,29771,2020-12
Spain,54860,2020-13
Spain,46276,2020-14
Spain,32553,2020-15
Spain,20519,2020-16
Spain,16100,2020-17
Spain,7635,2020-18
Spain,8565,2020-19
Spain,3836,2020-20
Spain,3794,2020-21
Spain,4238,2020-22
Spain,2079,2020-23
Spain,2392,2020-24
Spain,2395,2020-25
Spain,2466,2020-26
Spain,2819,2020-27
Spain,4164,2020-28
Spain,8883,2020-29
Spain,13946,2020-30
Spain,18272,2020-31
Spain,25926,2020-32
Spain,36102,2020-33
Spain,46354,2020-34
Spain,57422,2020-35
Spain,62691,2020-36
Spain,68181,2020-37
Spain,77738,2020-38
Spain,76798,2020-39
Spain,65146,2020-40
Spain,75556,2020-41
Spain,85481,2020-42
Spain,123871,2020-43
Spain,142377,2020-44
Spain,140521,2020-45
Spain,115646,2020-46
Spain,85752,2020-47
Spain,65571,2020-48
Spain,54141,2020-49
Spain,49556,2020-50
Spain,67365,2020-51
Spain,60164,2020-52
Spain,79431,2020-53
Spain,152938,2021-01
Spain,224669,2021-02
Spain,256931,2021-03
Spain,229423,2021-04
Spain,166280,2021-05
Spain,97201,2021-06
Spain,67685,2021-07
Spain,-28304,2021-08
Spain,35303,2021-09
Spain,34092,2021-10
Spain,33741,2021-11
Spain,42022,2021-12
Spain,40500,2021-13
Spain,58931,2021-14
Spain,58098,2021-15
Spain,60115,2021-16
Spain,51961,2021-17
Spain,40962,2021-18
Spain,34468,2021-19
Spain,31660,2021-20
Spain,30870,2021-21
Spain,29133,2021-22
Spain,34244,2021-23
Spain,22884,2021-24
Spain,27991,2021-25
Spain,73833,2021-26
Spain,104649,2021-27
Spain,190726,2021-28
Spain,180204,2021-29
Spain,160929,2021-30
Spain,124787,2021-31
Spain,91496,2021-32
Spain,75086,2021-33
Spain,52946,2021-34
Spain,40096,2021-35
Spain,27871,2021-36
Spain,20269,2021-37
Spain,16106,2021-38
Spain,13759,2021-39
Spain,12049,2021-40
Spain,11430,2021-41
Sweden,0,2020-01
Sweden,0,2020-02
Sweden,0,2020-03
Sweden,0,2020-04
Sweden,0,2020-05
Sweden,1,2020-06
Sweden,0,2020-07
Sweden,0,2020-08
Sweden,13,2020-09
Sweden,211,2020-10
Sweden,838,2020-11
Sweden,924,2020-12
Sweden,1957,2020-13
Sweden,3229,2020-14
Sweden,3740,2020-15
Sweden,3752,2020-16
Sweden,4203,2020-17
Sweden,3832,2020-18
Sweden,4153,2020-19
Sweden,3869,2020-20
Sweden,3659,2020-21
Sweden,4280,2020-22
Sweden,6021,2020-23
Sweden,7123,2020-24
Sweden,7073,2020-25
Sweden,7455,2020-26
Sweden,4279,2020-27
Sweden,2179,2020-28
Sweden,1622,2020-29
Sweden,1316,2020-30
Sweden,1556,2020-31
Sweden,2014,2020-32
Sweden,2052,2020-33
Sweden,1687,2020-34
Sweden,1200,2020-35
Sweden,1332,2020-36
Sweden,1592,2020-37
Sweden,2080,2020-38
Sweden,2919,2020-39
Sweden,3642,2020-40
Sweden,4278,2020-41
Sweden,5620,2020-42
Sweden,9155,2020-43
Sweden,18474,2020-44
Sweden,25405,2020-45
Sweden,31319,2020-46
Sweden,31944,2020-47
Sweden,35560,2020-48
Sweden,36837,2020-49
Sweden,43631,2020-50
Sweden,46177,2020-51
Sweden,37134,2020-52
Sweden,41323,2020-53
Sweden,39455,2021-01
Sweden,28942,2021-02
Sweden,23230,2021-03
Sweden,20660,2021-04
Sweden,19605,2021-05
Sweden,21283,2021-06
Sweden,23615,2021-07
Sweden,26690,2021-08
Sweden,27748,2021-09
Sweden,28555,2021-10
Sweden,33033,2021-11
Sweden,37881,2021-12
Sweden,38386,2021-13
Sweden,41147,2021-14
Sweden,41038,2021-15
Sweden,36032,2021-16
Sweden,35306,2021-17
Sweden,33680,2021-18
Sweden,25916,2021-19
Sweden,18169,2021-20
Sweden,7974,2021-21
Sweden,9094,2021-22
Sweden,4394,2021-23
Sweden,2848,2021-24
Sweden,1982,2021-25
Sweden,1869,2021-26
Sweden,1514,2021-27
Sweden,1881,2021-28
Sweden,2662,2021-29
Sweden,3459,2021-30
Sweden,4608,2021-31
Sweden,5820,2021-32
Sweden,6466,2021-33
Sweden,6688,2021-34
Sweden,7236,2021-35
Sweden,7973,2021-36
Sweden,6266,2021-37
Sweden,4298,2021-38
Sweden,4241,2021-39
Sweden,4141,2021-40
Sweden,4063,2021-41
Switzerland,0,2020-01
Switzerland,0,2020-02
Switzerland,0,2020-03
Switzerland,0,2020-04
Switzerland,0,2020-05
Switzerland,0,2020-06
Switzerland,0,2020-07
Switzerland,0,2020-08
Switzerland,24,2020-09
Switzerland,308,2020-10
Switzerland,1868,2020-11
Switzerland,4771,2020-12
Switzerland,7303,2020-13
Switzerland,6748,2020-14
Switzerland,4198,2020-15
Switzerland,2438,2020-16
Switzerland,1320,2020-17
Switzerland,844,2020-18
