country,weekly_count,year_week,year_month
Hungary,37026,2020-49,2020-12
Hungary,29722,2020-50,2020-12
Hungary,21260,2020-51,2020-12
Hungary,11539,2020-52,2020-12
Hungary,12182,2020-53,2020-12
Hungary,14805,2021-01,2021-01
Hungary,9047,2021-02,2021-01
Hungary,7715,2021-03,2021-01
Hungary,8292,2021-04,2021-01
Hungary,8945,2021-05,2021-02
Hungary,11144,2021-06,2021-02
Hungary,16847,2021-07,2021-02
Hungary,27279,2021-08,2021-02
Hungary,35788,2021-09,2021-03
Hungary,55483,2021-10,2021-03
Hungary,56446,2021-11,2021-03
Hungary,60482,2021-12,2021-03
Hungary,48729,2021-13,2021-04
Hungary,35388,2021-14,2021-04
Hungary,27947,2021-15,2021-04
Hungary,18266,2021-16,2021-04
Hungary,12657,2021-17,2021-04
Hungary,8275,2021-18,2021-05
Hungary,6187,2021-19,2021-05
Hungary,3773,2021-20,2021-05
Hungary,2192,2021-21,2021-05
Hungary,1551,2021-22,2021-06
Hungary,956,2021-23,2021-06
Hungary,585,2021-24,2021-06
Hungary,412,2021-25,2021-06
Hungary,220,2021-26,2021-06
Hungary,277,2021-27,2021-07
Hungary,325,2021-28,2021-07
Hungary,398,2021-29,2021-07
Hungary,384,2021-30,2021-07
Hungary,365,2021-31,2021-08
Hungary,493,2021-32,2021-08
Hungary,617,2021-33,2021-08
Hungary,1106,2021-34,2021-08
Hungary,1461,2021-35,2021-08
Hungary,1917,2021-36,2021-09
Hungary,2626,2021-37,2021-09
Hungary,3030,2021-38,2021-09
Hungary,3615,2021-39,2021-09
Hungary,4580,2021-40,2021-10
Hungary,6933,2021-41,2021-10
Iceland,0,2020-01,2020-01
Iceland,0,2020-02,2020-01
Iceland,0,2020-03,2020-01
Iceland,0,2020-04,2020-01
Iceland,0,2020-05,2020-02
Iceland,0,2020-06,2020-02
Iceland,0,2020-07,2020-02
Iceland,0,2020-08,2020-02
Iceland,3,2020-09,2020-03
Iceland,52,2020-10,2020-03
Iceland,123,2020-11,2020-03
Iceland,390,2020-12,2020-03
Iceland,452,2020-13,2020-04
Iceland,466,2020-14,2020-04
Iceland,215,2020-15,2020-04
Iceland,70,2020-16,2020-04
Iceland,21,2020-17,2020-04
Iceland,7,2020-18,2020-05
Iceland,2,2020-19,2020-05
Iceland,1,2020-20,2020-05
Iceland,2,2020-21,2020-05
Iceland,2,2020-22,2020-06
Iceland,1,2020-23,2020-06
Iceland,3,2020-24,2020-06
Iceland,5,2020-25,2020-06
Iceland,6,2020-26,2020-06
Iceland,9,2020-27,2020-07
Iceland,3,2020-28,2020-07
Iceland,6,2020-29,2020-07
Iceland,8,2020-30,2020-07
Iceland,60,2020-31,2020-08
Iceland,51,2020-32,2020-08
Iceland,53,2020-33,2020-08
Iceland,53,2020-34,2020-08
Iceland,41,2020-35,2020-08
Iceland,36,2020-36,2020-09
Iceland,24,2020-37,2020-09
Iceland,181,2020-38,2020-09
Iceland,277,2020-39,2020-09
Iceland,298,2020-40,2020-10
Iceland,605,2020-41,2020-10
Iceland,529,2020-42,2020-10
Iceland,393,2020-43,2020-10
Iceland,442,2020-44,2020-10
Iceland,188,2020-45,2020-11
Iceland,111,2020-46,2020-11
Iceland,88,2020-47,2020-11
Iceland,104,2020-48,2020-11
Iceland,101,2020-49,2020-12
Iceland,75,2020-50,2020-12
Iceland,85,2020-51,2020-12
Iceland,84,2020-52,2020-12
Iceland,28,2020-53,2020-12
Iceland,144,2021-01,2021-01
Iceland,72,2021-02,2021-01
Iceland,20,2021-03,2021-01
Iceland,19,2021-04,2021-01
Iceland,11,2021-05,2021-02
Iceland,19,2021-06,2021-02
Iceland,10,2021-07,2021-02
Iceland,5,2021-08,2021-02
Iceland,10,2021-09,2021-03
Iceland,19,2021-10,2021-03
Iceland,36,2021-11,2021-03
Iceland,64,2021-12,2021-03
Iceland,42,2021-13,2021-04
Iceland,42,2021-14,2021-04
Iceland,62,2021-15,2021-04
Iceland,100,2021-16,2021-04
Iceland,54,2021-17,2021-04
Iceland,36,2021-18,2021-05
Iceland,29,2021-19,2021-05
Iceland,8,2021-20,2021-05
Iceland,30,2021-21,2021-05
Iceland,26,2021-22,2021-06
Iceland,9,2021-23,2021-06
Iceland,9,2021-24,2021-06
Iceland,19,2021-25,2021-06
Iceland,15,2021-26,2021-06
Iceland,11,2021-27,2021-07
Iceland,43,2021-28,2021-07
Iceland,586,2021-29,2021-07
Iceland,818,2021-30,2021-07
Iceland,778,2021-31,2021-08
Iceland,678,2021-32,2021-08
Iceland,599,2021-33,2021-08
Iceland,528,2021-34,2021-08
Iceland,358,2021-35,2021-08
Iceland,216,2021-36,2021-09
Iceland,192,2021-37,2021-09
Iceland,251,2021-38,2021-09
Iceland,236,2021-39,2021-09
Iceland,285,2021-40,2021-10
Iceland,371,2021-41,2021-10
Ireland,0,2020-01,2020-01
Ireland,0,2020-02,2020-01
Ireland,0,2020-03,2020-01
Ireland,0,2020-04,2020-01
Ireland,0,2020-05,2020-02
Ireland,0,2020-06,2020-02
Ireland,0,2020-07,2020-02
Ireland,0,2020-08,2020-02
Ireland,1,2020-09,2020-03
Ireland,20,2020-10,2020-03
Ireland,148,2020-11,2020-03
Ireland,737,2020-12,2020-03
Ireland,1709,2020-13,2020-04
Ireland,2496,2020-14,2020-04
Ireland,4544,2020-15,2020-04
Ireland,5596,2020-16,2020-04
Ireland,4011,2020-17,2020-04
Ireland,2244,2020-18,2020-05
Ireland,1490,2020-19,2020-05
Ireland,1116,2020-20,2020-05
Ireland,527,2020-21,2020-05
Ireland,351,2020-22,2020-06
Ireland,211,2020-23,2020-06
Ireland,102,2020-24,2020-06
Ireland,76,2020-25,2020-06
Ireland,60,2020-26,2020-06
Ireland,88,2020-27,2020-07
Ireland,101,2020-28,2020-07
Ireland,132,2020-29,2020-07
Ireland,121,2020-30,2020-07
Ireland,281,2020-31,2020-08
Ireland,550,2020-32,2020-08
Ireland,545,2020-33,2020-08
Ireland,712,2020-34,2020-08
Ireland,791,2020-35,2020-08
Ireland,912,2020-36,2020-09
Ireland,1313,2020-37,2020-09
Ireland,1948,2020-38,2020-09
Ireland,2057,2020-39,2020-09
Ireland,3042,2020-40,2020-10
Ireland,4496,2020-41,2020-10
Ireland,7434,2020-42,2020-10
Ireland,7166,2020-43,2020-10
Ireland,4874,2020-44,2020-10
Ireland,3392,2020-45,2020-11
Ireland,2509,2020-46,2020-11
Ireland,2558,2020-47,2020-11
Ireland,1780,2020-48,2020-11
Ireland,2005,2020-49,2020-12
Ireland,1939,2020-50,2020-12
Ireland,3357,2020-51,2020-12
Ireland,6587,2020-52,2020-12
Ireland,15758,2020-53,2020-12
Ireland,45726,2021-01,2021-01
Ireland,25113,2021-02,2021-01
Ireland,14828,2021-03,2021-01
Ireland,8993,2021-04,2021-01
Ireland,7021,2021-05,2021-02
Ireland,6014,2021-06,2021-02
Ireland,5475,2021-07,2021-02
Ireland,4446,2021-08,2021-02
Ireland,3629,2021-09,2021-03
Ireland,3532,2021-10,2021-03
Ireland,3836,2021-11,2021-03
Ireland,3976,2021-12,2021-03
Ireland,3612,2021-13,2021-04
Ireland,2796,2021-14,2021-04
Ireland,2587,2021-15,2021-04
Ireland,3114,2021-16,2021-04
Ireland,3210,2021-17,2021-04
Ireland,2984,2021-18,2021-05
Ireland,3044,2021-19,2021-05
Ireland,2882,2021-20,2021-05
Ireland,2763,2021-21,2021-05
Ireland,2752,2021-22,2021-06
Ireland,2199,2021-23,2021-06
Ireland,2071,2021-24,2021-06
Ireland,2224,2021-25,2021-06
Ireland,2971,2021-26,2021-06
Ireland,3497,2021-27,2021-07
Ireland,6308,2021-28,2021-07
Ireland,8392,2021-29,2021-07
Ireland,9215,2021-30,2021-07
Ireland,10023,2021-31,2021-08
Ireland,11470,2021-32,2021-08
Ireland,12699,2021-33,2021-08
Ireland,11241,2021-34,2021-08
Ireland,10289,2021-35,2021-08
Ireland,9840,2021-36,2021-09
Ireland,8708,2021-37,2021-09
Ireland,9310,2021-38,2021-09
Ireland,8949,2021-39,2021-09
Ireland,9531,2021-40,2021-10
Ireland,11957,2021-41,2021-10
Isle Of Man,2,2020-12,2020-03
Isle Of Man,40,2020-13,2020-04
Isle Of Man,85,2020-14,2020-04
Isle Of Man,23,2020-15,2020-04
Isle Of Man,133,2020-16,2020-04
Isle Of Man,24,2020-17,2020-04
Isle Of Man,2,2020-18,2020-05
Isle Of Man,17,2020-19,2020-05
Isle Of Man,4,2020-20,2020-05
Isle Of Man,5,2020-21,2020-05
Isle Of Man,1,2020-22,2020-06
Isle Of Man,0,2020-23,2020-06
Isle Of Man,0,2020-24,2020-06
Isle Of Man,0,2020-25,2020-06
Isle Of Man,0,2020-26,2020-06
Isle Of Man,0,2020-27,2020-07
Isle Of Man,0,2020-28,2020-07
Isle Of Man,0,2020-29,2020-07
Isle Of Man,0,2020-30,2020-07
Isle Of Man,0,2020-31,2020-08
Isle Of Man,0,2020-32,2020-08
Isle Of Man,0,2020-33,2020-08
Isle Of Man,0,2020-34,2020-08
Isle Of Man,0,2020-35,2020-08
Isle Of Man,0,2020-36,2020-09
Isle Of Man,1,2020-37,2020-09
Isle Of Man,2,2020-38,2020-09
Isle Of Man,1,2020-39,2020-09
Isle Of Man,0,2020-40,2020-10
Isle Of Man,5,2020-41,2020-10
Isle Of Man,1,2020-42,2020-10
Isle Of Man,2,2020-43,2020-10
Isle Of Man,4,2020-44,2020-10
Isle Of Man,3,2020-45,2020-11
Isle Of Man,2,2020-46,2020-11
Isle Of Man,6,2020-47,2020-11
Isle Of Man,6,2020-48,2020-11
Isle Of Man,0,2020-49,2020-12
Isle Of Man,1,2020-50,2020-12
Isle Of Man,3,2020-51,2020-12
Isle Of Man,1,2020-52,2020-12
Isle Of Man,0,2020-53,2020-12
Isle Of Man,6,2021-01,2021-01
Isle Of Man,23,2021-02,2021-01
Isle Of Man,29,2021-03,2021-01
Isle Of Man,0,2021-04,2021-01
Isle Of Man,3,2021-05,2021-02
Isle Of Man,1,2021-06,2021-02
Isle Of Man,20,2021-07,2021-02
Isle Of Man,30,2021-08,2021-02
Isle Of Man,379,2021-09,2021-03
Isle Of Man,441,2021-10,2021-03
Isle Of Man,197,2021-11,2021-03
Isle Of Man,63,2021-12,2021-03
Isle Of Man,5,2021-13,2021-04
Isle Of Man,4,2021-14,2021-04
Isle Of Man,2,2021-15,2021-04
Isle Of Man,10,2021-16,2021-04
Isle Of Man,3,2021-17,2021-04
Isle Of Man,0,2021-18,2021-05
Isle Of Man,1,2021-19,2021-05
Isle Of Man,0,2021-20,2021-05
Isle Of Man,2,2021-21,2021-05
Isle Of Man,6,2021-22,2021-06
Isle Of Man,1,2021-23,2021-06
Isle Of Man,0,2021-24,2021-06
Isle Of Man,11,2021-25,2021-06
Isle Of Man,35,2021-26,2021-06
Isle Of Man,67,2021-27,2021-07
Isle Of Man,837,2021-28,2021-07
Isle Of Man,1644,2021-29,2021-07
Isle Of Man,719,2021-30,2021-07
Isle Of Man,674,2021-31,2021-08
Isle Of Man,426,2021-32,2021-08
Isle Of Man,353,2021-33,2021-08
Isle Of Man,286,2021-34,2021-08
Isle Of Man,197,2021-35,2021-08
Isle Of Man,179,2021-36,2021-09
Isle Of Man,156,2021-37,2021-09
Isle Of Man,271,2021-38,2021-09
Isle Of Man,243,2021-39,2021-09
Isle Of Man,423,2021-40,2021-10
Isle Of Man,526,2021-41,2021-10
Italy,0,2020-01,2020-01
Italy,0,2020-02,2020-01
Italy,0,2020-03,2020-01
Italy,0,2020-04,2020-01
Italy,3,2020-05,2020-02
Italy,0,2020-06,2020-02
Italy,0,2020-07,2020-02
Italy,129,2020-08,2020-02
Italy,1557,2020-09,2020-03
Italy,5686,2020-10,2020-03
Italy,16605,2020-11,2020-03
Italy,35158,2020-12,2020-03
Italy,38551,2020-13,2020-04
Italy,31259,2020-14,2020-04
Italy,27415,2020-15,2020-04
Italy,22609,2020-16,2020-04
Italy,18703,2020-17,2020-04
Italy,13042,2020-18,2020-05
Italy,8353,2020-19,2020-05
Italy,6365,2020-20,2020-05
Italy,4423,2020-21,2020-05
Italy,3161,2020-22,2020-06
Italy,1979,2020-23,2020-06
Italy,1991,2020-24,2020-06
Italy,1510,2020-25,2020-06
Italy,1811,2020-26,2020-06
Italy,1301,2020-27,2020-07
Italy,1450,2020-28,2020-07
Italy,1373,2020-29,2020-07
Italy,1684,2020-30,2020-07
Italy,1952,2020-31,2020-08
Italy,2496,2020-32,2020-08
Italy,3349,2020-33,2020-08
Italy,5430,2020-34,2020-08
Italy,8873,2020-35,2020-08
Italy,9416,2020-36,2020-09
Italy,10119,2020-37,2020-09
Italy,10403,2020-38,2020-09
Italy,11714,2020-39,2020-09
Italy,15459,2020-40,2020-10
Italy,29621,2020-41,2020-10
Italy,59291,2020-42,2020-10
Italy,111541,2020-43,2020-10
Italy,183553,2020-44,2020-10
Italy,225769,2020-45,2020-11
Italy,243425,2020-46,2020-11
Italy,230339,2020-47,2020-11
Italy,176310,2020-48,2020-11
Italy,143700,2020-49,2020-12
Italy,114834,2020-50,2020-12
Italy,109473,2020-51,2020-12
Italy,94511,2020-52,2020-12
Italy,107750,2020-53,2020-12
Italy,121045,2021-01,2021-01
Italy,104786,2021-02,2021-01
Italy,85536,2021-03,2021-01
Italy,86219,2021-04,2021-01
Italy,83706,2021-05,2021-02
Italy,85141,2021-06,2021-02
Italy,87367,2021-07,2021-02
Italy,116019,2021-08,2021-02
Italy,142221,2021-09,2021-03
Italy,155656,2021-10,2021-03
Italy,153234,2021-11,2021-03
Italy,155681,2021-12,2021-03
Italy,136207,2021-13,2021-04
Italy,101550,2021-14,2021-04
Italy,100317,2021-15,2021-04
Italy,92543,2021-16,2021-04
Italy,82088,2021-17,2021-04
Italy,66448,2021-18,2021-05
Italy,47912,2021-19,2021-05
Italy,33061,2021-20,2021-05
Italy,23820,2021-21,2021-05
Italy,16425,2021-22,2021-06
Italy,12444,2021-23,2021-06
Italy,8104,2021-24,2021-06
Italy,5093,2021-25,2021-06
Italy,5248,2021-26,2021-06
Italy,7959,2021-27,2021-07
Italy,16182,2021-28,2021-07
Italy,29957,2021-29,2021-07
Italy,37933,2021-30,2021-07
Italy,41069,2021-31,2021-08
Italy,44252,2021-32,2021-08
Italy,43944,2021-33,2021-08
Italy,45633,2021-34,2021-08
Italy,41194,2021-35,2021-08
Italy,34973,2021-36,2021-09
Italy,29698,2021-37,2021-09
Italy,24203,2021-38,2021-09
Italy,21720,2021-39,2021-09
Italy,18282,2021-40,2021-10
Italy,17583,2021-41,2021-10
Jersey,15,2020-12,2020-03
Jersey,48,2020-13,2020-04
Jersey,92,2020-14,2020-04
Jersey,58,2020-15,2020-04
Jersey,36,2020-16,2020-04
Jersey,32,2020-17,2020-04
Jersey,11,2020-18,2020-05
Jersey,2,2020-19,2020-05
Jersey,8,2020-20,2020-05
Jersey,4,2020-21,2020-05
Jersey,2,2020-22,2020-06
Jersey,3,2020-23,2020-06
Jersey,2,2020-24,2020-06
Jersey,5,2020-25,2020-06
Jersey,1,2020-26,2020-06
Jersey,1,2020-27,2020-07
Jersey,5,2020-28,2020-07
Jersey,6,2020-29,2020-07
Jersey,1,2020-30,2020-07
Jersey,3,2020-31,2020-08
Jersey,10,2020-32,2020-08
Jersey,10,2020-33,2020-08
Jersey,8,2020-34,2020-08
Jersey,11,2020-35,2020-08
Jersey,10,2020-36,2020-09
Jersey,-4,2020-37,2020-09
Jersey,13,2020-38,2020-09
Jersey,7,2020-39,2020-09
Jersey,21,2020-40,2020-10
Jersey,28,2020-41,2020-10
Jersey,41,2020-42,2020-10
Jersey,40,2020-43,2020-10
Jersey,44,2020-44,2020-10
Jersey,69,2020-45,2020-11
Jersey,89,2020-46,2020-11
Jersey,79,2020-47,2020-11
Jersey,117,2020-48,2020-11
Jersey,429,2020-49,2020-12
Jersey,422,2020-50,2020-12
Jersey,557,2020-51,2020-12
Jersey,327,2020-52,2020-12
Jersey,158,2020-53,2020-12
Jersey,151,2021-01,2021-01
Jersey,82,2021-02,2021-01
Jersey,68,2021-03,2021-01
Jersey,30,2021-04,2021-01
Jersey,24,2021-05,2021-02
Jersey,26,2021-06,2021-02
Jersey,11,2021-07,2021-02
Jersey,4,2021-08,2021-02
Jersey,4,2021-09,2021-03
Jersey,1,2021-10,2021-03
Jersey,2,2021-11,2021-03
Jersey,1,2021-12,2021-03
Jersey,4,2021-13,2021-04
Jersey,2,2021-14,2021-04
Jersey,2,2021-15,2021-04
Jersey,0,2021-16,2021-04
Jersey,1,2021-17,2021-04
Jersey,1,2021-18,2021-05
Jersey,1,2021-19,2021-05
Jersey,2,2021-20,2021-05
Jersey,5,2021-21,2021-05
Jersey,10,2021-22,2021-06
Jersey,34,2021-23,2021-06
Jersey,26,2021-24,2021-06
Jersey,143,2021-25,2021-06
Jersey,428,2021-26,2021-06
Jersey,921,2021-27,2021-07
Jersey,1758,2021-28,2021-07
Jersey,1296,2021-29,2021-07
Jersey,401,2021-30,2021-07
Jersey,415,2021-31,2021-08
Jersey,242,2021-32,2021-08
Jersey,230,2021-33,2021-08
Jersey,143,2021-34,2021-08
Jersey,210,2021-35,2021-08
Jersey,182,2021-36,2021-09
Jersey,135,2021-37,2021-09
Jersey,171,2021-38,2021-09
Jersey,72,2021-39,2021-09
Jersey,190,2021-40,2021-10
Jersey,199,2021-41,2021-10
Kosovo,13,2020-11,2020-03
Kosovo,20,2020-12,2020-03
Kosovo,65,2020-13,2020-04
Kosovo,67,2020-14,2020-04
Kosovo,197,2020-15,2020-04
Kosovo,199,2020-16,2020-04
Kosovo,203,2020-17,2020-04
Kosovo,87,2020-18,2020-05
Kosovo,33,2020-19,2020-05
Kosovo,101,2020-20,2020-05
Kosovo,47,2020-21,2020-05
Kosovo,51,2020-22,2020-06
Kosovo,151,2020-23,2020-06
Kosovo,252,2020-24,2020-06
Kosovo,683,2020-25,2020-06
Kosovo,508,2020-26,2020-06
Kosovo,679,2020-27,2020-07
Kosovo,1575,2020-28,2020-07
Kosovo,804,2020-29,2020-07
Kosovo,1182,2020-30,2020-07
Kosovo,1882,2020-31,2020-08
Kosovo,1448,2020-32,2020-08
Kosovo,1169,2020-33,2020-08
Kosovo,1032,2020-34,2020-08
Kosovo,886,2020-35,2020-08
Kosovo,785,2020-36,2020-09
Kosovo,518,2020-37,2020-09
Kosovo,426,2020-38,2020-09
Kosovo,409,2020-39,2020-09
Kosovo,342,2020-40,2020-10
Kosovo,365,2020-41,2020-10
Kosovo,712,2020-42,2020-10
Kosovo,1052,2020-43,2020-10
Kosovo,2236,2020-44,2020-10
Kosovo,3976,2020-45,2020-11
Kosovo,4962,2020-46,2020-11
Kosovo,5178,2020-47,2020-11
Kosovo,4762,2020-48,2020-11
Kosovo,3748,2020-49,2020-12
Kosovo,3775,2020-50,2020-12
Kosovo,2589,2020-51,2020-12
Kosovo,1632,2020-52,2020-12
Kosovo,1164,2020-53,2020-12
Kosovo,1811,2021-01,2021-01
Kosovo,2075,2021-02,2021-01
Kosovo,2237,2021-03,2021-01
Kosovo,2130,2021-04,2021-01
Kosovo,2040,2021-05,2021-02
Kosovo,2083,2021-06,2021-02
Kosovo,2039,2021-07,2021-02
Kosovo,2850,2021-08,2021-02
Kosovo,3818,2021-09,2021-03
Kosovo,4205,2021-10,2021-03
Kosovo,4932,2021-11,2021-03
Kosovo,5796,2021-12,2021-03
Kosovo,5674,2021-13,2021-04
Kosovo,4341,2021-14,2021-04
Kosovo,3521,2021-15,2021-04
Kosovo,2525,2021-16,2021-04
Kosovo,1493,2021-17,2021-04
Kosovo,954,2021-18,2021-05
Kosovo,354,2021-19,2021-05
Kosovo,401,2021-20,2021-05
Kosovo,161,2021-21,2021-05
Kosovo,102,2021-22,2021-06
Kosovo,71,2021-23,2021-06
Kosovo,77,2021-24,2021-06
Kosovo,84,2021-25,2021-06
Kosovo,61,2021-26,2021-06
Kosovo,59,2021-27,2021-07
Kosovo,47,2021-28,2021-07
Kosovo,111,2021-29,2021-07
Kosovo,496,2021-30,2021-07
Kosovo,1681,2021-31,2021-08
Kosovo,6793,2021-32,2021-08
Kosovo,13389,2021-33,2021-08
Kosovo,13227,2021-34,2021-08
Kosovo,9055,2021-35,2021-08
Kosovo,4603,2021-36,2021-09
Kosovo,1894,2021-37,2021-09
Kosovo,738,2021-38,2021-09
Kosovo,307,2021-39,2021-09
Kosovo,200,2021-40,2021-10
Kosovo,141,2021-41,2021-10
Latvia,3,2020-10,2020-03
Latvia,28,2020-11,2020-03
Latvia,108,2020-12,2020-03
Latvia,237,2020-13,2020-04
Latvia,157,2020-14,2020-04
Latvia,118,2020-15,2020-04
Latvia,76,2020-16,2020-04
Latvia,85,2020-17,2020-04
Latvia,67,2020-18,2020-05
Latvia,60,2020-19,2020-05
Latvia,69,2020-20,2020-05
Latvia,39,2020-21,2020-05
Latvia,19,2020-22,2020-06
Latvia,22,2020-23,2020-06
Latvia,9,2020-24,2020-06
Latvia,14,2020-25,2020-06
Latvia,5,2020-26,2020-06
Latvia,8,2020-27,2020-07
Latvia,49,2020-28,2020-07
Latvia,19,2020-29,2020-07
Latvia,27,2020-30,2020-07
Latvia,24,2020-31,2020-08
Latvia,47,2020-32,2020-08
Latvia,32,2020-33,2020-08
Latvia,15,2020-34,2020-08
Latvia,56,2020-35,2020-08
Latvia,35,2020-36,2020-09
Latvia,46,2020-37,2020-09
Latvia,51,2020-38,2020-09
Latvia,151,2020-39,2020-09
Latvia,410,2020-40,2020-10
Latvia,584,2020-41,2020-10
Latvia,780,2020-42,2020-10
Latvia,1228,2020-43,2020-10
Latvia,1458,2020-44,2020-10
Latvia,1959,2020-45,2020-11
Latvia,2452,2020-46,2020-11
Latvia,2573,2020-47,2020-11
Latvia,3855,2020-48,2020-11
Latvia,4338,2020-49,2020-12
Latvia,4362,2020-50,2020-12
Latvia,5265,2020-51,2020-12
Latvia,5390,2020-52,2020-12
Latvia,6167,2020-53,2020-12
Latvia,7071,2021-01,2021-01
Latvia,6096,2021-02,2021-01
Latvia,5344,2021-03,2021-01
Latvia,5233,2021-04,2021-01
Latvia,5559,2021-05,2021-02
Latvia,4906,2021-06,2021-02
Latvia,4813,2021-07,2021-02
Latvia,4667,2021-08,2021-02
Latvia,4145,2021-09,2021-03
Latvia,3450,2021-10,2021-03
Latvia,3628,2021-11,2021-03
Latvia,3631,2021-12,2021-03
Latvia,3065,2021-13,2021-04
Latvia,3503,2021-14,2021-04
Latvia,3726,2021-15,2021-04
Latvia,3982,2021-16,2021-04
Latvia,4434,2021-17,2021-04
Latvia,4213,2021-18,2021-05
Latvia,4015,2021-19,2021-05
Latvia,2967,2021-20,2021-05
Latvia,2153,2021-21,2021-05
Latvia,1714,2021-22,2021-06
Latvia,1218,2021-23,2021-06
Latvia,780,2021-24,2021-06
Latvia,400,2021-25,2021-06
Latvia,421,2021-26,2021-06
Latvia,268,2021-27,2021-07
Latvia,260,2021-28,2021-07
Latvia,322,2021-29,2021-07
Latvia,418,2021-30,2021-07
Latvia,522,2021-31,2021-08
Latvia,701,2021-32,2021-08
Latvia,923,2021-33,2021-08
Latvia,1274,2021-34,2021-08
Latvia,2199,2021-35,2021-08
Latvia,2675,2021-36,2021-09
Latvia,3367,2021-37,2021-09
Latvia,4226,2021-38,2021-09
Latvia,6855,2021-39,2021-09
Latvia,9635,2021-40,2021-10
Latvia,14340,2021-41,2021-10
Liechtenstein,7,2020-11,2020-03
Liechtenstein,39,2020-12,2020-03
Liechtenstein,16,2020-13,2020-04
Liechtenstein,16,2020-14,2020-04
Liechtenstein,2,2020-15,2020-04
Liechtenstein,2,2020-16,2020-04
Liechtenstein,1,2020-17,2020-04
Liechtenstein,0,2020-18,2020-05
Liechtenstein,0,2020-19,2020-05
Liechtenstein,0,2020-20,2020-05
Liechtenstein,0,2020-21,2020-05
Liechtenstein,0,2020-22,2020-06
Liechtenstein,0,2020-23,2020-06
Liechtenstein,0,2020-24,2020-06
Liechtenstein,0,2020-25,2020-06
Liechtenstein,0,2020-26,2020-06
Liechtenstein,1,2020-27,2020-07
Liechtenstein,1,2020-28,2020-07
Liechtenstein,2,2020-29,2020-07
Liechtenstein,0,2020-30,2020-07
Liechtenstein,2,2020-31,2020-08
Liechtenstein,0,2020-32,2020-08
Liechtenstein,4,2020-33,2020-08
Liechtenstein,8,2020-34,2020-08
Liechtenstein,7,2020-35,2020-08
Liechtenstein,0,2020-36,2020-09
Liechtenstein,3,2020-37,2020-09
Liechtenstein,1,2020-38,2020-09
Liechtenstein,5,2020-39,2020-09
Liechtenstein,9,2020-40,2020-10
Liechtenstein,12,2020-41,2020-10
Liechtenstein,86,2020-42,2020-10
Liechtenstein,141,2020-43,2020-10
Liechtenstein,186,2020-44,2020-10
Liechtenstein,237,2020-45,2020-11
Liechtenstein,197,2020-46,2020-11
Liechtenstein,127,2020-47,2020-11
Liechtenstein,161,2020-48,2020-11
Liechtenstein,123,2020-49,2020-12
Liechtenstein,118,2020-50,2020-12
Liechtenstein,315,2020-51,2020-12
Liechtenstein,263,2020-52,2020-12
Liechtenstein,130,2020-53,2020-12
Liechtenstein,124,2021-01,2021-01
Liechtenstein,49,2021-02,2021-01
Liechtenstein,59,2021-03,2021-01
Liechtenstein,43,2021-04,2021-01
Liechtenstein,29,2021-05,2021-02
Liechtenstein,14,2021-06,2021-02
Liechtenstein,10,2021-07,2021-02
Liechtenstein,26,2021-08,2021-02
Liechtenstein,18,2021-09,2021-03
Liechtenstein,21,2021-10,2021-03
Liechtenstein,19,2021-11,2021-03
Liechtenstein,30,2021-12,2021-03
Liechtenstein,33,2021-13,2021-04
Liechtenstein,71,2021-14,2021-04
Liechtenstein,68,2021-15,2021-04
Liechtenstein,67,2021-16,2021-04
Liechtenstein,45,2021-17,2021-04
Liechtenstein,27,2021-18,2021-05
Liechtenstein,17,2021-19,2021-05
Liechtenstein,10,2021-20,2021-05
Liechtenstein,10,2021-21,2021-05
Liechtenstein,10,2021-22,2021-06
Liechtenstein,4,2021-23,2021-06
Liechtenstein,2,2021-24,2021-06
Liechtenstein,6,2021-25,2021-06
Liechtenstein,13,2021-26,2021-06
Liechtenstein,11,2021-27,2021-07
Liechtenstein,11,2021-28,2021-07
Liechtenstein,11,2021-29,2021-07
Liechtenstein,9,2021-30,2021-07
Liechtenstein,18,2021-31,2021-08
Liechtenstein,68,2021-32,2021-08
Liechtenstein,58,2021-33,2021-08
Liechtenstein,40,2021-34,2021-08
Liechtenstein,70,2021-35,2021-08
Liechtenstein,47,2021-36,2021-09
Liechtenstein,35,2021-37,2021-09
Liechtenstein,20,2021-38,2021-09
Liechtenstein,6,2021-39,2021-09
Liechtenstein,13,2021-40,2021-10
Liechtenstein,36,2021-41,2021-10
Lithuania,0,2020-01,2020-01
Lithuania,0,2020-02,2020-01
Lithuania,0,2020-03,2020-01
Lithuania,0,2020-04,2020-01
Lithuania,0,2020-05,2020-02
Lithuania,0,2020-06,2020-02
Lithuania,0,2020-07,2020-02
Lithuania,0,2020-08,2020-02
Lithuania,1,2020-09,2020-03
Lithuania,0,2020-10,2020-03
Lithuania,13,2020-11,2020-03
Lithuania,129,2020-12,2020-03
Lithuania,341,2020-13,2020-04
Lithuania,327,2020-14,2020-04
Lithuania,251,2020-15,2020-04
Lithuania,264,2020-16,2020-04
Lithuania,112,2020-17,2020-04
Lithuania,-28,2020-18,2020-05
Lithuania,69,2020-19,2020-05
Lithuania,62,2020-20,2020-05
Lithuania,82,2020-21,2020-05
Lithuania,52,2020-22,2020-06
Lithuania,39,2020-23,2020-06
Lithuania,54,2020-24,2020-06
Lithuania,30,2020-25,2020-06
Lithuania,18,2020-26,2020-06
Lithuania,20,2020-27,2020-07
Lithuania,33,2020-28,2020-07
