country,weekly_count,year_week,year_month
Bulgaria,1528,2020-31,2020-08
Bulgaria,1441,2020-32,2020-08
Bulgaria,969,2020-33,2020-08
Bulgaria,922,2020-34,2020-08
Bulgaria,903,2020-35,2020-08
Bulgaria,860,2020-36,2020-09
Bulgaria,868,2020-37,2020-09
Bulgaria,945,2020-38,2020-09
Bulgaria,1192,2020-39,2020-09
Bulgaria,1532,2020-40,2020-10
Bulgaria,2815,2020-41,2020-10
Bulgaria,5101,2020-42,2020-10
Bulgaria,8386,2020-43,2020-10
Bulgaria,16180,2020-44,2020-10
Bulgaria,21091,2020-45,2020-11
Bulgaria,23091,2020-46,2020-11
Bulgaria,23569,2020-47,2020-11
Bulgaria,20666,2020-48,2020-11
Bulgaria,18935,2020-49,2020-12
Bulgaria,18028,2020-50,2020-12
Bulgaria,11746,2020-51,2020-12
Bulgaria,6521,2020-52,2020-12
Bulgaria,5335,2020-53,2020-12
Bulgaria,5460,2021-01,2021-01
Bulgaria,3302,2021-02,2021-01
Bulgaria,3004,2021-03,2021-01
Bulgaria,3931,2021-04,2021-01
Bulgaria,4986,2021-05,2021-02
Bulgaria,5945,2021-06,2021-02
Bulgaria,6987,2021-07,2021-02
Bulgaria,10372,2021-08,2021-02
Bulgaria,13270,2021-09,2021-03
Bulgaria,18249,2021-10,2021-03
Bulgaria,24866,2021-11,2021-03
Bulgaria,25330,2021-12,2021-03
Bulgaria,24246,2021-13,2021-04
Bulgaria,18994,2021-14,2021-04
Bulgaria,14388,2021-15,2021-04
Bulgaria,11119,2021-16,2021-04
Bulgaria,7694,2021-17,2021-04
Bulgaria,5008,2021-18,2021-05
Bulgaria,3990,2021-19,2021-05
Bulgaria,2454,2021-20,2021-05
Bulgaria,1628,2021-21,2021-05
Bulgaria,1199,2021-22,2021-06
Bulgaria,863,2021-23,2021-06
Bulgaria,696,2021-24,2021-06
Bulgaria,499,2021-25,2021-06
Bulgaria,522,2021-26,2021-06
Bulgaria,409,2021-27,2021-07
Bulgaria,503,2021-28,2021-07
Bulgaria,721,2021-29,2021-07
Bulgaria,1462,2021-30,2021-07
Bulgaria,2901,2021-31,2021-08
Bulgaria,5185,2021-32,2021-08
Bulgaria,8061,2021-33,2021-08
Bulgaria,10304,2021-34,2021-08
Bulgaria,10434,2021-35,2021-08
Bulgaria,9239,2021-36,2021-09
Bulgaria,10914,2021-37,2021-09
Bulgaria,10675,2021-38,2021-09
Bulgaria,13133,2021-39,2021-09
Bulgaria,14868,2021-40,2021-10
Bulgaria,19757,2021-41,2021-10
Croatia,0,2020-01,2020-01
Croatia,0,2020-02,2020-01
Croatia,0,2020-03,2020-01
Croatia,0,2020-04,2020-01
Croatia,0,2020-05,2020-02
Croatia,0,2020-06,2020-02
Croatia,0,2020-07,2020-02
Croatia,0,2020-08,2020-02
Croatia,7,2020-09,2020-03
Croatia,5,2020-10,2020-03
Croatia,36,2020-11,2020-03
Croatia,187,2020-12,2020-03
Croatia,478,2020-13,2020-04
Croatia,469,2020-14,2020-04
Croatia,418,2020-15,2020-04
Croatia,271,2020-16,2020-04
Croatia,159,2020-17,2020-04
Croatia,66,2020-18,2020-05
Croatia,91,2020-19,2020-05
Croatia,39,2020-20,2020-05
Croatia,18,2020-21,2020-05
Croatia,2,2020-22,2020-06
Croatia,1,2020-23,2020-06
Croatia,5,2020-24,2020-06
Croatia,65,2020-25,2020-06
Croatia,374,2020-26,2020-06
Croatia,460,2020-27,2020-07
Croatia,571,2020-28,2020-07
Croatia,632,2020-29,2020-07
Croatia,503,2020-30,2020-07
Croatia,403,2020-31,2020-08
Croatia,344,2020-32,2020-08
Croatia,967,2020-33,2020-08
Croatia,1604,2020-34,2020-08
Croatia,1948,2020-35,2020-08
Croatia,1841,2020-36,2020-09
Croatia,1569,2020-37,2020-09
Croatia,1389,2020-38,2020-09
Croatia,1275,2020-39,2020-09
Croatia,1462,2020-40,2020-10
Croatia,2781,2020-41,2020-10
Croatia,5140,2020-42,2020-10
Croatia,10800,2020-43,2020-10
Croatia,15115,2020-44,2020-10
Croatia,15752,2020-45,2020-11
Croatia,16959,2020-46,2020-11
Croatia,19512,2020-47,2020-11
Croatia,22894,2020-48,2020-11
Croatia,23741,2020-49,2020-12
Croatia,25533,2020-50,2020-12
Croatia,19842,2020-51,2020-12
Croatia,9518,2020-52,2020-12
Croatia,7712,2020-53,2020-12
Croatia,7265,2021-01,2021-01
Croatia,4905,2021-02,2021-01
Croatia,3926,2021-03,2021-01
Croatia,3466,2021-04,2021-01
Croatia,2953,2021-05,2021-02
Croatia,2252,2021-06,2021-02
Croatia,2292,2021-07,2021-02
Croatia,3047,2021-08,2021-02
Croatia,3544,2021-09,2021-03
Croatia,4566,2021-10,2021-03
Croatia,6615,2021-11,2021-03
Croatia,9733,2021-12,2021-03
Croatia,12642,2021-13,2021-04
Croatia,12774,2021-14,2021-04
Croatia,15262,2021-15,2021-04
Croatia,14836,2021-16,2021-04
Croatia,12486,2021-17,2021-04
Croatia,9225,2021-18,2021-05
Croatia,5759,2021-19,2021-05
Croatia,3554,2021-20,2021-05
Croatia,2121,2021-21,2021-05
Croatia,1427,2021-22,2021-06
Croatia,973,2021-23,2021-06
Croatia,603,2021-24,2021-06
Croatia,482,2021-25,2021-06
Croatia,580,2021-26,2021-06
Croatia,595,2021-27,2021-07
Croatia,772,2021-28,2021-07
Croatia,1035,2021-29,2021-07
Croatia,1139,2021-30,2021-07
Croatia,1302,2021-31,2021-08
Croatia,1979,2021-32,2021-08
Croatia,2770,2021-33,2021-08
Croatia,3492,2021-34,2021-08
Croatia,4692,2021-35,2021-08
Croatia,6060,2021-36,2021-09
Croatia,8166,2021-37,2021-09
Croatia,7860,2021-38,2021-09
Croatia,8810,2021-39,2021-09
Croatia,9110,2021-40,2021-10
Croatia,10205,2021-41,2021-10
Cyprus,45,2020-11,2020-03
Cyprus,76,2020-12,2020-03
Cyprus,167,2020-13,2020-04
Cyprus,208,2020-14,2020-04
Cyprus,193,2020-15,2020-04
Cyprus,78,2020-16,2020-04
Cyprus,59,2020-17,2020-04
Cyprus,49,2020-18,2020-05
Cyprus,29,2020-19,2020-05
Cyprus,12,2020-20,2020-05
Cyprus,19,2020-21,2020-05
Cyprus,14,2020-22,2020-06
Cyprus,22,2020-23,2020-06
Cyprus,16,2020-24,2020-06
Cyprus,-1,2020-25,2020-06
Cyprus,12,2020-26,2020-06
Cyprus,5,2020-27,2020-07
Cyprus,21,2020-28,2020-07
Cyprus,14,2020-29,2020-07
Cyprus,25,2020-30,2020-07
Cyprus,107,2020-31,2020-08
Cyprus,83,2020-32,2020-08
Cyprus,102,2020-33,2020-08
Cyprus,79,2020-34,2020-08
Cyprus,58,2020-35,2020-08
Cyprus,21,2020-36,2020-09
Cyprus,23,2020-37,2020-09
Cyprus,79,2020-38,2020-09
Cyprus,110,2020-39,2020-09
Cyprus,133,2020-40,2020-10
Cyprus,208,2020-41,2020-10
Cyprus,658,2020-42,2020-10
Cyprus,978,2020-43,2020-10
Cyprus,1105,2020-44,2020-10
Cyprus,1324,2020-45,2020-11
Cyprus,1237,2020-46,2020-11
Cyprus,1715,2020-47,2020-11
Cyprus,1702,2020-48,2020-11
Cyprus,2554,2020-49,2020-12
Cyprus,2605,2020-50,2020-12
Cyprus,2465,2020-51,2020-12
Cyprus,2278,2020-52,2020-12
Cyprus,3713,2020-53,2020-12
Cyprus,3100,2021-01,2021-01
Cyprus,1568,2021-02,2021-01
Cyprus,939,2021-03,2021-01
Cyprus,797,2021-04,2021-01
Cyprus,809,2021-05,2021-02
Cyprus,700,2021-06,2021-02
Cyprus,704,2021-07,2021-02
Cyprus,1347,2021-08,2021-02
Cyprus,1912,2021-09,2021-03
Cyprus,2682,2021-10,2021-03
Cyprus,2537,2021-11,2021-03
Cyprus,2297,2021-12,2021-03
Cyprus,3091,2021-13,2021-04
Cyprus,3756,2021-14,2021-04
Cyprus,4785,2021-15,2021-04
Cyprus,5865,2021-16,2021-04
Cyprus,4036,2021-17,2021-04
Cyprus,3133,2021-18,2021-05
Cyprus,1537,2021-19,2021-05
Cyprus,862,2021-20,2021-05
Cyprus,518,2021-21,2021-05
Cyprus,398,2021-22,2021-06
Cyprus,422,2021-23,2021-06
Cyprus,492,2021-24,2021-06
Cyprus,1275,2021-25,2021-06
Cyprus,3614,2021-26,2021-06
Cyprus,6964,2021-27,2021-07
Cyprus,8225,2021-28,2021-07
Cyprus,7124,2021-29,2021-07
Cyprus,4953,2021-30,2021-07
Cyprus,3489,2021-31,2021-08
Cyprus,2724,2021-32,2021-08
Cyprus,2301,2021-33,2021-08
Cyprus,1777,2021-34,2021-08
Cyprus,1264,2021-35,2021-08
Cyprus,1534,2021-36,2021-09
Cyprus,1026,2021-37,2021-09
Cyprus,810,2021-38,2021-09
Cyprus,731,2021-39,2021-09
Cyprus,866,2021-40,2021-10
Cyprus,998,2021-41,2021-10
Czechia,0,2020-01,2020-01
Czechia,0,2020-02,2020-01
Czechia,0,2020-03,2020-01
Czechia,0,2020-04,2020-01
Czechia,0,2020-05,2020-02
Czechia,0,2020-06,2020-02
Czechia,0,2020-07,2020-02
Czechia,0,2020-08,2020-02
Czechia,3,2020-09,2020-03
Czechia,30,2020-10,2020-03
Czechia,266,2020-11,2020-03
Czechia,866,2020-12,2020-03
Czechia,1661,2020-13,2020-04
Czechia,1772,2020-14,2020-04
Czechia,1405,2020-15,2020-04
Czechia,755,2020-16,2020-04
Czechia,658,2020-17,2020-04
Czechia,379,2020-18,2020-05
Czechia,344,2020-19,2020-05
Czechia,359,2020-20,2020-05
Czechia,485,2020-21,2020-05
Czechia,318,2020-22,2020-06
Czechia,366,2020-23,2020-06
Czechia,399,2020-24,2020-06
Czechia,475,2020-25,2020-06
Czechia,1106,2020-26,2020-06
Czechia,909,2020-27,2020-07
Czechia,656,2020-28,2020-07
Czechia,770,2020-29,2020-07
Czechia,1375,2020-30,2020-07
Czechia,1454,2020-31,2020-08
Czechia,1567,2020-32,2020-08
Czechia,1657,2020-33,2020-08
Czechia,1905,2020-34,2020-08
Czechia,2448,2020-35,2020-08
Czechia,3785,2020-36,2020-09
Czechia,8033,2020-37,2020-09
Czechia,13099,2020-38,2020-09
Czechia,15305,2020-39,2020-09
Czechia,17865,2020-40,2020-10
Czechia,34664,2020-41,2020-10
Czechia,56776,2020-42,2020-10
Czechia,84209,2020-43,2020-10
Czechia,83548,2020-44,2020-10
Czechia,73167,2020-45,2020-11
Czechia,45344,2020-46,2020-11
Czechia,32154,2020-47,2020-11
Czechia,27421,2020-48,2020-11
Czechia,27108,2020-49,2020-12
Czechia,34255,2020-50,2020-12
Czechia,46522,2020-51,2020-12
Czechia,46868,2020-52,2020-12
Czechia,72492,2020-53,2020-12
Czechia,88893,2021-01,2021-01
Czechia,56424,2021-02,2021-01
Czechia,48170,2021-03,2021-01
Czechia,47384,2021-04,2021-01
Czechia,50073,2021-05,2021-02
Czechia,53496,2021-06,2021-02
Czechia,66316,2021-07,2021-02
Czechia,82962,2021-08,2021-02
Czechia,85347,2021-09,2021-03
Czechia,77172,2021-10,2021-03
Czechia,64972,2021-11,2021-03
Czechia,49447,2021-12,2021-03
Czechia,37025,2021-13,2021-04
Czechia,27372,2021-14,2021-04
Czechia,21514,2021-15,2021-04
Czechia,17476,2021-16,2021-04
Czechia,14390,2021-17,2021-04
Czechia,10833,2021-18,2021-05
Czechia,7629,2021-19,2021-05
Czechia,4992,2021-20,2021-05
Czechia,3191,2021-21,2021-05
Czechia,2345,2021-22,2021-06
Czechia,1414,2021-23,2021-06
Czechia,933,2021-24,2021-06
Czechia,690,2021-25,2021-06
Czechia,1007,2021-26,2021-06
Czechia,1357,2021-27,2021-07
Czechia,1603,2021-28,2021-07
Czechia,1338,2021-29,2021-07
Czechia,1176,2021-30,2021-07
Czechia,1194,2021-31,2021-08
Czechia,1271,2021-32,2021-08
Czechia,1298,2021-33,2021-08
Czechia,1309,2021-34,2021-08
Czechia,1748,2021-35,2021-08
Czechia,2602,2021-36,2021-09
Czechia,3043,2021-37,2021-09
Czechia,3242,2021-38,2021-09
Czechia,4480,2021-39,2021-09
Czechia,5954,2021-40,2021-10
Czechia,9631,2021-41,2021-10
Denmark,0,2020-01,2020-01
Denmark,0,2020-02,2020-01
Denmark,0,2020-03,2020-01
Denmark,0,2020-04,2020-01
Denmark,0,2020-05,2020-02
Denmark,0,2020-06,2020-02
Denmark,0,2020-07,2020-02
Denmark,0,2020-08,2020-02
Denmark,4,2020-09,2020-03
Denmark,34,2020-10,2020-03
Denmark,837,2020-11,2020-03
Denmark,520,2020-12,2020-03
Denmark,1000,2020-13,2020-04
Denmark,1974,2020-14,2020-04
Denmark,1805,2020-15,2020-04
Denmark,1210,2020-16,2020-04
Denmark,1191,2020-17,2020-04
Denmark,948,2020-18,2020-05
Denmark,906,2020-19,2020-05
Denmark,498,2020-20,2020-05
Denmark,433,2020-21,2020-05
Denmark,309,2020-22,2020-06
Denmark,279,2020-23,2020-06
Denmark,245,2020-24,2020-06
Denmark,198,2020-25,2020-06
Denmark,284,2020-26,2020-06
Denmark,157,2020-27,2020-07
Denmark,114,2020-28,2020-07
Denmark,227,2020-29,2020-07
Denmark,265,2020-30,2020-07
Denmark,351,2020-31,2020-08
Denmark,653,2020-32,2020-08
Denmark,1175,2020-33,2020-08
Denmark,510,2020-34,2020-08
Denmark,573,2020-35,2020-08
Denmark,847,2020-36,2020-09
Denmark,1669,2020-37,2020-09
Denmark,2631,2020-38,2020-09
Denmark,4790,2020-39,2020-09
Denmark,3043,2020-40,2020-10
Denmark,2742,2020-41,2020-10
Denmark,2970,2020-42,2020-10
Denmark,4964,2020-43,2020-10
Denmark,6943,2020-44,2020-10
Denmark,7822,2020-45,2020-11
Denmark,7015,2020-46,2020-11
Denmark,8349,2020-47,2020-11
Denmark,8867,2020-48,2020-11
Denmark,11251,2020-49,2020-12
Denmark,19155,2020-50,2020-12
Denmark,24676,2020-51,2020-12
Denmark,18915,2020-52,2020-12
Denmark,15362,2020-53,2020-12
Denmark,14014,2021-01,2021-01
Denmark,7170,2021-02,2021-01
Denmark,5401,2021-03,2021-01
Denmark,3664,2021-04,2021-01
Denmark,2661,2021-05,2021-02
Denmark,3178,2021-06,2021-02
Denmark,3228,2021-07,2021-02
Denmark,3665,2021-08,2021-02
Denmark,3572,2021-09,2021-03
Denmark,5807,2021-10,2021-03
Denmark,5206,2021-11,2021-03
Denmark,2415,2021-12,2021-03
Denmark,5105,2021-13,2021-04
Denmark,4509,2021-14,2021-04
Denmark,5068,2021-15,2021-04
Denmark,4952,2021-16,2021-04
Denmark,5347,2021-17,2021-04
Denmark,6315,2021-18,2021-05
Denmark,7351,2021-19,2021-05
Denmark,7074,2021-20,2021-05
Denmark,6814,2021-21,2021-05
Denmark,5721,2021-22,2021-06
Denmark,3163,2021-23,2021-06
Denmark,1690,2021-24,2021-06
Denmark,1293,2021-25,2021-06
Denmark,2560,2021-26,2021-06
Denmark,4417,2021-27,2021-07
Denmark,6873,2021-28,2021-07
Denmark,5348,2021-29,2021-07
Denmark,6193,2021-30,2021-07
Denmark,6236,2021-31,2021-08
Denmark,7015,2021-32,2021-08
Denmark,6504,2021-33,2021-08
Denmark,6610,2021-34,2021-08
Denmark,4590,2021-35,2021-08
Denmark,3196,2021-36,2021-09
Denmark,2277,2021-37,2021-09
Denmark,2457,2021-38,2021-09
Denmark,3041,2021-39,2021-09
Denmark,4053,2021-40,2021-10
Denmark,4939,2021-41,2021-10
Estonia,0,2020-01,2020-01
Estonia,0,2020-02,2020-01
Estonia,0,2020-03,2020-01
Estonia,0,2020-04,2020-01
Estonia,0,2020-05,2020-02
Estonia,0,2020-06,2020-02
Estonia,0,2020-07,2020-02
Estonia,0,2020-08,2020-02
Estonia,1,2020-09,2020-03
Estonia,9,2020-10,2020-03
Estonia,161,2020-11,2020-03
Estonia,155,2020-12,2020-03
Estonia,353,2020-13,2020-04
Estonia,418,2020-14,2020-04
Estonia,212,2020-15,2020-04
Estonia,219,2020-16,2020-04
Estonia,115,2020-17,2020-04
Estonia,57,2020-18,2020-05
Estonia,39,2020-19,2020-05
Estonia,35,2020-20,2020-05
Estonia,49,2020-21,2020-05
Estonia,46,2020-22,2020-06
Estonia,70,2020-23,2020-06
Estonia,34,2020-24,2020-06
Estonia,8,2020-25,2020-06
Estonia,6,2020-26,2020-06
Estonia,6,2020-27,2020-07
Estonia,21,2020-28,2020-07
Estonia,7,2020-29,2020-07
Estonia,13,2020-30,2020-07
Estonia,45,2020-31,2020-08
Estonia,73,2020-32,2020-08
Estonia,38,2020-33,2020-08
Estonia,82,2020-34,2020-08
Estonia,101,2020-35,2020-08
Estonia,142,2020-36,2020-09
Estonia,161,2020-37,2020-09
Estonia,248,2020-38,2020-09
Estonia,276,2020-39,2020-09
Estonia,407,2020-40,2020-10
Estonia,258,2020-41,2020-10
Estonia,213,2020-42,2020-10
Estonia,333,2020-43,2020-10
Estonia,574,2020-44,2020-10
Estonia,1140,2020-45,2020-11
Estonia,1512,2020-46,2020-11
Estonia,2087,2020-47,2020-11
Estonia,2328,2020-48,2020-11
Estonia,2926,2020-49,2020-12
Estonia,3077,2020-50,2020-12
Estonia,3739,2020-51,2020-12
Estonia,4014,2020-52,2020-12
Estonia,3713,2020-53,2020-12
Estonia,4284,2021-01,2021-01
Estonia,3539,2021-02,2021-01
Estonia,3372,2021-03,2021-01
Estonia,3492,2021-04,2021-01
Estonia,4059,2021-05,2021-02
Estonia,4560,2021-06,2021-02
Estonia,4789,2021-07,2021-02
Estonia,9012,2021-08,2021-02
Estonia,9555,2021-09,2021-03
Estonia,9903,2021-10,2021-03
Estonia,10308,2021-11,2021-03
Estonia,7820,2021-12,2021-03
Estonia,5567,2021-13,2021-04
Estonia,4662,2021-14,2021-04
Estonia,3339,2021-15,2021-04
Estonia,2596,2021-16,2021-04
Estonia,2565,2021-17,2021-04
Estonia,2394,2021-18,2021-05
Estonia,1869,2021-19,2021-05
Estonia,1463,2021-20,2021-05
Estonia,875,2021-21,2021-05
Estonia,612,2021-22,2021-06
Estonia,382,2021-23,2021-06
Estonia,280,2021-24,2021-06
Estonia,165,2021-25,2021-06
Estonia,224,2021-26,2021-06
Estonia,301,2021-27,2021-07
Estonia,374,2021-28,2021-07
Estonia,642,2021-29,2021-07
Estonia,1247,2021-30,2021-07
Estonia,1452,2021-31,2021-08
Estonia,1932,2021-32,2021-08
Estonia,1971,2021-33,2021-08
Estonia,2473,2021-34,2021-08
Estonia,2402,2021-35,2021-08
Estonia,2883,2021-36,2021-09
Estonia,3258,2021-37,2021-09
Estonia,3784,2021-38,2021-09
Estonia,4969,2021-39,2021-09
Estonia,6450,2021-40,2021-10
Estonia,7990,2021-41,2021-10
EU/EEA (total),0,2020-01,2020-01
EU/EEA (total),0,2020-02,2020-01
EU/EEA (total),0,2020-03,2020-01
EU/EEA (total),3,2020-04,2020-01
EU/EEA (total),17,2020-05,2020-02
EU/EEA (total),11,2020-06,2020-02
EU/EEA (total),3,2020-07,2020-02
EU/EEA (total),472,2020-08,2020-02
EU/EEA (total),1697,2020-09,2020-03
EU/EEA (total),10273,2020-10,2020-03
EU/EEA (total),42623,2020-11,2020-03
EU/EEA (total),115034,2020-12,2020-03
EU/EEA (total),189904,2020-13,2020-04
EU/EEA (total),192387,2020-14,2020-04
EU/EEA (total),161672,2020-15,2020-04
EU/EEA (total),117934,2020-16,2020-04
EU/EEA (total),92616,2020-17,2020-04
EU/EEA (total),56551,2020-18,2020-05
EU/EEA (total),48291,2020-19,2020-05
EU/EEA (total),35350,2020-20,2020-05
EU/EEA (total),31612,2020-21,2020-05
EU/EEA (total),28789,2020-22,2020-06
EU/EEA (total),25487,2020-23,2020-06
EU/EEA (total),27624,2020-24,2020-06
EU/EEA (total),29121,2020-25,2020-06
EU/EEA (total),30199,2020-26,2020-06
EU/EEA (total),27312,2020-27,2020-07
EU/EEA (total),28171,2020-28,2020-07
EU/EEA (total),35856,2020-29,2020-07
EU/EEA (total),49462,2020-30,2020-07
EU/EEA (total),61126,2020-31,2020-08
EU/EEA (total),78950,2020-32,2020-08
EU/EEA (total),100099,2020-33,2020-08
EU/EEA (total),124451,2020-34,2020-08
EU/EEA (total),150190,2020-35,2020-08
EU/EEA (total),174393,2020-36,2020-09
EU/EEA (total),210151,2020-37,2020-09
EU/EEA (total),257391,2020-38,2020-09
EU/EEA (total),275541,2020-39,2020-09
EU/EEA (total),300490,2020-40,2020-10
EU/EEA (total),472393,2020-41,2020-10
EU/EEA (total),703810,2020-42,2020-10
EU/EEA (total),1076207,2020-43,2020-10
EU/EEA (total),1380934,2020-44,2020-10
EU/EEA (total),1444720,2020-45,2020-11
EU/EEA (total),1275427,2020-46,2020-11
EU/EEA (total),1130194,2020-47,2020-11
EU/EEA (total),965317,2020-48,2020-11
EU/EEA (total),858186,2020-49,2020-12
EU/EEA (total),893447,2020-50,2020-12
EU/EEA (total),954239,2020-51,2020-12
EU/EEA (total),821071,2020-52,2020-12
EU/EEA (total),863940,2020-53,2020-12
EU/EEA (total),1099131,2021-01,2021-01
EU/EEA (total),976630,2021-02,2021-01
EU/EEA (total),960607,2021-03,2021-01
EU/EEA (total),886645,2021-04,2021-01
EU/EEA (total),766148,2021-05,2021-02
EU/EEA (total),641781,2021-06,2021-02
EU/EEA (total),657627,2021-07,2021-02
EU/EEA (total),685745,2021-08,2021-02
EU/EEA (total),805610,2021-09,2021-03
EU/EEA (total),916362,2021-10,2021-03
EU/EEA (total),1035788,2021-11,2021-03
EU/EEA (total),1151780,2021-12,2021-03
EU/EEA (total),1094944,2021-13,2021-04
EU/EEA (total),959730,2021-14,2021-04
EU/EEA (total),920379,2021-15,2021-04
EU/EEA (total),824890,2021-16,2021-04
EU/EEA (total),672145,2021-17,2021-04
EU/EEA (total),564670,2021-18,2021-05
EU/EEA (total),431434,2021-19,2021-05
EU/EEA (total),362201,2021-20,2021-05
EU/EEA (total),247282,2021-21,2021-05
EU/EEA (total),191200,2021-22,2021-06
EU/EEA (total),140544,2021-23,2021-06
EU/EEA (total),91769,2021-24,2021-06
EU/EEA (total),83895,2021-25,2021-06
EU/EEA (total),148978,2021-26,2021-06
EU/EEA (total),249836,2021-27,2021-07
EU/EEA (total),428611,2021-28,2021-07
EU/EEA (total),484818,2021-29,2021-07
EU/EEA (total),485816,2021-30,2021-07
EU/EEA (total),462188,2021-31,2021-08
EU/EEA (total),465868,2021-32,2021-08
EU/EEA (total),459341,2021-33,2021-08
EU/EEA (total),441682,2021-34,2021-08
EU/EEA (total),406458,2021-35,2021-08
EU/EEA (total),369170,2021-36,2021-09
EU/EEA (total),342045,2021-37,2021-09
EU/EEA (total),325420,2021-38,2021-09
EU/EEA (total),358393,2021-39,2021-09
EU/EEA (total),395372,2021-40,2021-10
EU/EEA (total),465344,2021-41,2021-10
Europe (total),0,2020-01,2020-01
Europe (total),0,2020-02,2020-01
Europe (total),0,2020-03,2020-01
Europe (total),3,2020-04,2020-01
Europe (total),21,2020-05,2020-02
Europe (total),17,2020-06,2020-02
Europe (total),5,2020-07,2020-02
Europe (total),473,2020-08,2020-02
Europe (total),1775,2020-09,2020-03
Europe (total),11011,2020-10,2020-03
Europe (total),47073,2020-11,2020-03
Europe (total),128818,2020-12,2020-03
Europe (total),227024,2020-13,2020-04
Europe (total),256515,2020-14,2020-04
Europe (total),246601,2020-15,2020-04
Europe (total),220359,2020-16,2020-04
Europe (total),200947,2020-17,2020-04
Europe (total),171791,2020-18,2020-05
Europe (total),172306,2020-19,2020-05
Europe (total),152495,2020-20,2020-05
Europe (total),132657,2020-21,2020-05
Europe (total),123133,2020-22,2020-06
Europe (total),120651,2020-23,2020-06
Europe (total),124445,2020-24,2020-06
Europe (total),123060,2020-25,2020-06
Europe (total),118789,2020-26,2020-06
Europe (total),109922,2020-27,2020-07
Europe (total),108513,2020-28,2020-07
Europe (total),113476,2020-29,2020-07
Europe (total),124709,2020-30,2020-07
Europe (total),175640,2020-31,2020-08
Europe (total),200931,2020-32,2020-08
Europe (total),223106,2020-33,2020-08
Europe (total),248097,2020-34,2020-08
Europe (total),278220,2020-35,2020-08
Europe (total),312030,2020-36,2020-09
Europe (total),362113,2020-37,2020-09
Europe (total),421997,2020-38,2020-09
Europe (total),465695,2020-39,2020-09
Europe (total),540546,2020-40,2020-10
Europe (total),782831,2020-41,2020-10
Europe (total),1077473,2020-42,2020-10
Europe (total),1532503,2020-43,2020-10
Europe (total),1907463,2020-44,2020-10
Europe (total),2023880,2020-45,2020-11
Europe (total),1902166,2020-46,2020-11
Europe (total),1763742,2020-47,2020-11
Europe (total),1704555,2020-48,2020-11
Europe (total),1657417,2020-49,2020-12
Europe (total),1702124,2020-50,2020-12
Europe (total),1681341,2020-51,2020-12
Europe (total),1724714,2020-52,2020-12
Europe (total),1591907,2020-53,2020-12
Europe (total),1900274,2021-01,2021-01
Europe (total),1644720,2021-02,2021-01
Europe (total),1494628,2021-03,2021-01
Europe (total),1323795,2021-04,2021-01
Europe (total),1162120,2021-05,2021-02
Europe (total),959747,2021-06,2021-02
Europe (total),980479,2021-07,2021-02
Europe (total),1009314,2021-08,2021-02
Europe (total),1139211,2021-09,2021-03
Europe (total),1263254,2021-10,2021-03
Europe (total),1478057,2021-11,2021-03
Europe (total),1660708,2021-12,2021-03
Europe (total),1673435,2021-13,2021-04
Europe (total),1607408,2021-14,2021-04
Europe (total),1595853,2021-15,2021-04
Europe (total),1433270,2021-16,2021-04
Europe (total),1103891,2021-17,2021-04
Europe (total),878175,2021-18,2021-05
Europe (total),676568,2021-19,2021-05
Europe (total),556806,2021-20,2021-05
Europe (total),439780,2021-21,2021-05
Europe (total),355419,2021-22,2021-06
Europe (total),360237,2021-23,2021-06
Europe (total),302561,2021-24,2021-06
Europe (total),398477,2021-25,2021-06
Europe (total),539444,2021-26,2021-06
Europe (total),695636,2021-27,2021-07
Europe (total),1001228,2021-28,2021-07
Europe (total),1014012,2021-29,2021-07
Europe (total),1019439,2021-30,2021-07
Europe (total),1022210,2021-31,2021-08
Europe (total),1086379,2021-32,2021-08
Europe (total),1106123,2021-33,2021-08
Europe (total),1113426,2021-34,2021-08
Europe (total),1083142,2021-35,2021-08
Europe (total),1060400,2021-36,2021-09
Europe (total),1034231,2021-37,2021-09
Europe (total),1034430,2021-38,2021-09
Europe (total),1168431,2021-39,2021-09
Europe (total),1260708,2021-40,2021-10
Europe (total),1385184,2021-41,2021-10
Faroe Islands,3,2020-10,2020-03
Faroe Islands,6,2020-11,2020-03
Faroe Islands,106,2020-12,2020-03
Faroe Islands,44,2020-13,2020-04
Faroe Islands,22,2020-14,2020-04
Faroe Islands,3,2020-15,2020-04
Faroe Islands,1,2020-16,2020-04
Faroe Islands,2,2020-17,2020-04
Faroe Islands,0,2020-18,2020-05
Faroe Islands,0,2020-19,2020-05
Faroe Islands,0,2020-20,2020-05
Faroe Islands,0,2020-21,2020-05
Faroe Islands,0,2020-22,2020-06
Faroe Islands,0,2020-23,2020-06
Faroe Islands,0,2020-24,2020-06
Faroe Islands,0,2020-25,2020-06
Faroe Islands,0,2020-26,2020-06
Faroe Islands,0,2020-27,2020-07
Faroe Islands,1,2020-28,2020-07
Faroe Islands,3,2020-29,2020-07
Faroe Islands,0,2020-30,2020-07
Faroe Islands,34,2020-31,2020-08
Faroe Islands,66,2020-32,2020-08
Faroe Islands,81,2020-33,2020-08
Faroe Islands,12,2020-34,2020-08
Faroe Islands,27,2020-35,2020-08
Faroe Islands,2,2020-36,2020-09
Faroe Islands,10,2020-37,2020-09
Faroe Islands,11,2020-38,2020-09
Faroe Islands,26,2020-39,2020-09
Faroe Islands,14,2020-40,2020-10
Faroe Islands,3,2020-41,2020-10
Faroe Islands,8,2020-42,2020-10
