date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,winner_loc
2011-03-25,Austria,Belgium,0,2,UEFA Euro qualification,Vienna,Austria,False,Belgium,Away
2011-03-25,Hungary,Netherlands,0,4,UEFA Euro qualification,Budapest,Hungary,False,Netherlands,Away
2011-03-25,Lithuania,Poland,2,0,Friendly,Kaunas,Lithuania,False,Lithuania,Home
2011-03-25,Luxembourg,France,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,France,Away
2011-03-25,Slovenia,Italy,0,1,UEFA Euro qualification,Ljubljana,Slovenia,False,Italy,Away
2011-03-26,Malta,Greece,0,1,UEFA Euro qualification,Attard,Malta,False,Greece,Away
2011-03-29,Cyprus,Bulgaria,0,1,Friendly,Larnaca,Cyprus,False,Bulgaria,Away
2011-03-29,France,Croatia,0,0,Friendly,Saint-Denis,France,False,Tie,Tie
2011-03-29,Greece,Poland,0,0,Friendly,Piraeus,Greece,False,Tie,Tie
2011-03-29,Lithuania,Spain,1,3,UEFA Euro qualification,Kaunas,Lithuania,False,Spain,Away
2011-03-29,Netherlands,Hungary,5,3,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands,Home
2011-03-29,Portugal,Finland,2,0,Friendly,Aveiro,Portugal,False,Portugal,Home
2011-03-29,Romania,Luxembourg,3,1,UEFA Euro qualification,Piatra Neamţ,Romania,False,Romania,Home
2011-03-29,Slovakia,Denmark,1,2,Friendly,Trnava,Slovakia,False,Denmark,Away
2011-06-03,Austria,Germany,1,2,UEFA Euro qualification,Vienna,Austria,False,Germany,Away
2011-06-03,Italy,Estonia,3,0,UEFA Euro qualification,Modena,Italy,False,Italy,Home
2011-06-03,Luxembourg,Hungary,0,1,Friendly,Luxembourg,Luxembourg,False,Hungary,Away
2011-06-04,Greece,Malta,3,1,UEFA Euro qualification,Piraeus,Greece,False,Greece,Home
2011-06-07,Austria,Latvia,3,1,Friendly,Graz,Austria,False,Austria,Home
2011-06-07,Sweden,Finland,5,0,UEFA Euro qualification,Solna,Sweden,False,Sweden,Home
2011-06-09,Poland,France,0,1,Friendly,Warsaw,Poland,False,France,Away
2011-08-10,Austria,Slovakia,1,2,Friendly,Klagenfurt,Austria,False,Slovakia,Away
2011-08-10,Italy,Spain,2,1,Friendly,Bari,Italy,False,Italy,Home
2011-08-10,Latvia,Finland,0,2,Friendly,Riga,Latvia,False,Finland,Away
2011-08-10,Portugal,Luxembourg,5,0,Friendly,Faro,Portugal,False,Portugal,Home
2011-08-10,Slovenia,Belgium,0,0,Friendly,Ljubljana,Slovenia,False,Tie,Tie
2011-09-02,Cyprus,Portugal,0,4,UEFA Euro qualification,Nicosia,Cyprus,False,Portugal,Away
2011-09-02,Germany,Austria,6,2,UEFA Euro qualification,Gelsenkirchen,Germany,False,Germany,Home
2011-09-02,Hungary,Sweden,2,1,UEFA Euro qualification,Budapest,Hungary,False,Hungary,Home
2011-09-02,Luxembourg,Romania,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,Romania,Away
2011-09-02,Malta,Croatia,1,3,UEFA Euro qualification,Attard,Malta,False,Croatia,Away
2011-09-02,Slovenia,Estonia,1,2,UEFA Euro qualification,Ljubljana,Slovenia,False,Estonia,Away
2011-09-06,Finland,Netherlands,0,2,UEFA Euro qualification,Helsinki,Finland,False,Netherlands,Away
2011-09-06,Italy,Slovenia,1,0,UEFA Euro qualification,Florence,Italy,False,Italy,Home
2011-09-06,Latvia,Greece,1,1,UEFA Euro qualification,Riga,Latvia,False,Tie,Tie
2011-09-06,Poland,Germany,2,2,Friendly,Gdańsk,Poland,False,Tie,Tie
2011-09-06,Romania,France,0,0,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2011-10-07,Cyprus,Denmark,1,4,UEFA Euro qualification,Nicosia,Cyprus,False,Denmark,Away
2011-10-07,Finland,Sweden,1,2,UEFA Euro qualification,Helsinki,Finland,False,Sweden,Away
2011-10-07,Greece,Croatia,2,0,UEFA Euro qualification,Piraeus,Greece,False,Greece,Home
2011-10-07,Latvia,Malta,2,0,UEFA Euro qualification,Riga,Latvia,False,Latvia,Home
2011-10-11,Croatia,Latvia,2,0,UEFA Euro qualification,Rijeka,Croatia,False,Croatia,Home
2011-10-11,Denmark,Portugal,2,1,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark,Home
2011-10-11,Germany,Belgium,3,1,UEFA Euro qualification,Düsseldorf,Germany,False,Germany,Home
2011-10-11,Hungary,Finland,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,Tie
2011-10-11,Sweden,Netherlands,3,2,UEFA Euro qualification,Solna,Sweden,False,Sweden,Home
2011-11-11,Belgium,Romania,2,1,Friendly,Liège,Belgium,False,Belgium,Home
2011-11-11,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,Home
2011-11-11,Poland,Italy,0,2,Friendly,Wrocław,Poland,False,Italy,Away
2011-11-15,Denmark,Finland,2,1,Friendly,Esbjerg,Denmark,False,Denmark,Home
2011-11-15,France,Belgium,0,0,Friendly,Saint-Denis,France,False,Tie,Tie
2011-11-15,Germany,Netherlands,3,0,Friendly,Hamburg,Germany,False,Germany,Home
2011-11-15,Greece,Romania,1,3,Friendly,Altach,Austria,True,Romania,Away
2011-11-15,Poland,Hungary,2,1,Friendly,Poznań,Poland,False,Poland,Home
2012-02-29,Austria,Finland,3,1,Friendly,Klagenfurt,Austria,False,Austria,Home
2012-02-29,Croatia,Sweden,1,3,Friendly,Zagreb,Croatia,False,Sweden,Away
2012-02-29,Germany,France,1,2,Friendly,Bremen,Germany,False,France,Away
2012-02-29,Greece,Belgium,1,1,Friendly,Heraklion,Greece,False,Tie,Tie
2012-02-29,Hungary,Bulgaria,1,1,Friendly,Győr,Hungary,False,Tie,Tie
2012-02-29,Poland,Portugal,0,0,Friendly,Warsaw,Poland,False,Tie,Tie
2012-05-22,Latvia,Poland,0,1,Friendly,Klagenfurt,Austria,True,Poland,Away
2012-05-25,Croatia,Estonia,3,1,Friendly,Rijeka,Croatia,False,Croatia,Home
2012-05-26,Greece,Slovenia,1,1,Friendly,Kufstein,Austria,True,Tie,Tie
2012-05-26,Netherlands,Bulgaria,1,2,Friendly,Amsterdam,Netherlands,False,Bulgaria,Away
2012-05-26,Poland,Slovakia,1,0,Friendly,Klagenfurt,Austria,True,Poland,Home
2012-05-30,Netherlands,Slovakia,2,0,Friendly,Rotterdam,Netherlands,False,Netherlands,Home
2012-06-01,Estonia,Finland,1,2,Baltic Cup,Tartu,Estonia,False,Finland,Away
2012-06-01,Latvia,Lithuania,5,0,Baltic Cup,Võru,Estonia,True,Latvia,Home
2012-06-02,Luxembourg,Malta,0,2,Friendly,Luxembourg,Luxembourg,False,Malta,Away
2012-06-03,Estonia,Lithuania,1,0,Baltic Cup,Tartu,Estonia,False,Estonia,Home
2012-06-03,Finland,Latvia,1,1,Baltic Cup,Võru,Estonia,True,Latvia,Tie
2012-06-05,Austria,Romania,0,0,Friendly,Innsbruck,Austria,False,Tie,Tie
2012-06-05,France,Estonia,4,0,Friendly,Le Mans,France,False,France,Home
2012-06-08,Poland,Greece,1,1,UEFA Euro,Warsaw,Poland,False,Tie,Tie
2012-06-09,Germany,Portugal,1,0,UEFA Euro,L'viv,Ukraine,True,Germany,Home
2012-06-09,Netherlands,Denmark,0,1,UEFA Euro,Kharkiv,Ukraine,True,Denmark,Away
2012-06-10,Spain,Italy,1,1,UEFA Euro,Gdańsk,Poland,True,Tie,Tie
2012-06-13,Denmark,Portugal,2,3,UEFA Euro,L'viv,Ukraine,True,Portugal,Away
2012-06-13,Netherlands,Germany,1,2,UEFA Euro,Kharkiv,Ukraine,True,Germany,Away
2012-06-14,Italy,Croatia,1,1,UEFA Euro,Poznań,Poland,True,Tie,Tie
2012-06-17,Denmark,Germany,1,2,UEFA Euro,L'viv,Ukraine,True,Germany,Away
2012-06-17,Portugal,Netherlands,2,1,UEFA Euro,Kharkiv,Ukraine,True,Portugal,Home
2012-06-18,Croatia,Spain,0,1,UEFA Euro,Gdańsk,Poland,True,Spain,Away
2012-06-19,Sweden,France,2,0,UEFA Euro,Kyïv,Ukraine,True,Sweden,Home
2012-06-22,Germany,Greece,4,2,UEFA Euro,Gdańsk,Poland,True,Germany,Home
2012-06-23,Spain,France,2,0,UEFA Euro,Donets'k,Ukraine,True,Spain,Home
2012-06-27,Portugal,Spain,0,0,UEFA Euro,Donets'k,Ukraine,True,Spain,Tie
2012-06-28,Germany,Italy,1,2,UEFA Euro,Warsaw,Poland,True,Italy,Away
2012-07-01,Spain,Italy,4,0,UEFA Euro,Kyïv,Ukraine,True,Spain,Home
2012-08-15,Belgium,Netherlands,4,2,Friendly,Brussels,Belgium,False,Belgium,Home
2012-08-15,Bulgaria,Cyprus,1,0,Friendly,Sofia,Bulgaria,False,Bulgaria,Home
2012-08-15,Denmark,Slovakia,1,3,Friendly,Odense,Denmark,False,Slovakia,Away
2012-08-15,Estonia,Poland,1,0,Friendly,Tallinn,Estonia,False,Estonia,Home
2012-08-15,Slovenia,Romania,4,3,Friendly,Celje,Slovenia,False,Slovenia,Home
2012-09-07,Bulgaria,Italy,2,2,FIFA World Cup qualification,Sofia,Bulgaria,False,Tie,Tie
2012-09-07,Estonia,Romania,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,Romania,Away
2012-09-07,Finland,France,0,1,FIFA World Cup qualification,Helsinki,Finland,False,France,Away
2012-09-07,Latvia,Greece,1,2,FIFA World Cup qualification,Riga,Latvia,False,Greece,Away
2012-09-07,Lithuania,Slovakia,1,1,FIFA World Cup qualification,Vilnius,Lithuania,False,Tie,Tie
2012-09-07,Luxembourg,Portugal,1,2,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Portugal,Away
2012-09-11,Austria,Germany,1,2,FIFA World Cup qualification,Vienna,Austria,False,Germany,Away
2012-09-11,Belgium,Croatia,1,1,FIFA World Cup qualification,Brussels,Belgium,False,Tie,Tie
2012-09-11,Greece,Lithuania,2,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,Home
2012-09-11,Hungary,Netherlands,1,4,FIFA World Cup qualification,Budapest,Hungary,False,Netherlands,Away
2012-09-11,Italy,Malta,2,0,FIFA World Cup qualification,Modena,Italy,False,Italy,Home
2012-10-12,Bulgaria,Denmark,1,1,FIFA World Cup qualification,Sofia,Bulgaria,False,Tie,Tie
2012-10-12,Estonia,Hungary,0,1,FIFA World Cup qualification,Tallinn,Estonia,False,Hungary,Away
2012-10-12,Slovakia,Latvia,2,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Slovakia,Home
2012-10-12,Slovenia,Cyprus,2,1,FIFA World Cup qualification,Maribor,Slovenia,False,Slovenia,Home
2012-10-16,Germany,Sweden,4,4,FIFA World Cup qualification,Berlin,Germany,False,Tie,Tie
2012-10-16,Italy,Denmark,3,1,FIFA World Cup qualification,Milan,Italy,False,Italy,Home
2012-10-16,Romania,Netherlands,1,4,FIFA World Cup qualification,Bucharest,Romania,False,Netherlands,Away
2012-10-16,Slovakia,Greece,0,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Greece,Away
2012-10-16,Spain,France,1,1,FIFA World Cup qualification,Madrid,Spain,False,Tie,Tie
2012-11-14,Cyprus,Finland,0,3,Friendly,Nicosia,Cyprus,False,Finland,Away
2012-11-14,Italy,France,1,2,Friendly,Parma,Italy,False,France,Away
2012-11-14,Netherlands,Germany,0,0,Friendly,Amsterdam,Netherlands,False,Tie,Tie
2012-11-14,Romania,Belgium,2,1,Friendly,Bucharest,Romania,False,Romania,Home
2013-01-26,Sweden,Finland,3,0,King's Cup,Chiang Mai,Thailand,True,Sweden,Home
2013-02-02,Romania,Poland,1,4,Friendly,Málaga,Spain,True,Poland,Away
2013-02-06,Belgium,Slovakia,2,1,Friendly,Bruges,Belgium,False,Belgium,Home
2013-02-06,France,Germany,1,2,Friendly,Saint-Denis,France,False,Germany,Away
2013-02-06,Netherlands,Italy,1,1,Friendly,Amsterdam,Netherlands,False,Tie,Tie
2013-03-22,Bulgaria,Malta,6,0,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,Home
2013-03-22,Hungary,Romania,2,2,FIFA World Cup qualification,Budapest,Hungary,False,Tie,Tie
2013-03-22,Netherlands,Estonia,3,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Home
2013-03-22,Slovakia,Lithuania,1,1,FIFA World Cup qualification,Žilina,Slovakia,False,Tie,Tie
2013-03-22,Spain,Finland,1,1,FIFA World Cup qualification,Gijón,Spain,False,Tie,Tie
2013-03-26,Denmark,Bulgaria,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Tie,Tie
2013-03-26,France,Spain,0,1,FIFA World Cup qualification,Saint-Denis,France,False,Spain,Away
2013-03-26,Luxembourg,Finland,0,3,Friendly,Luxembourg,Luxembourg,False,Finland,Away
2013-03-26,Malta,Italy,0,2,FIFA World Cup qualification,Attard,Malta,False,Italy,Away
2013-03-26,Netherlands,Romania,4,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Home
2013-03-26,Slovakia,Sweden,0,0,Friendly,Žilina,Slovakia,False,Tie,Tie
2013-06-07,Austria,Sweden,2,1,FIFA World Cup qualification,Vienna,Austria,False,Austria,Home
2013-06-07,Lithuania,Greece,0,1,FIFA World Cup qualification,Vilnius,Lithuania,False,Greece,Away
2013-06-10,Croatia,Portugal,0,1,Friendly,Geneva,Switzerland,True,Portugal,Away
2013-06-27,Spain,Italy,0,0,Confederations Cup,Fortaleza,Brazil,True,Spain,Tie
2013-08-14,Austria,Greece,0,2,Friendly,Salzburg,Austria,False,Greece,Away
2013-08-14,Belgium,France,0,0,Friendly,Brussels,Belgium,False,Tie,Tie
2013-08-14,Estonia,Latvia,1,1,Friendly,Tallinn,Estonia,False,Tie,Tie
2013-08-14,Finland,Slovenia,2,0,Friendly,Turku,Finland,False,Finland,Home
2013-08-14,Luxembourg,Lithuania,2,1,Friendly,Luxembourg,Luxembourg,False,Luxembourg,Home
2013-08-14,Poland,Denmark,3,2,Friendly,Gdańsk,Poland,False,Poland,Home
2013-08-14,Portugal,Netherlands,1,1,Friendly,Faro,Portugal,False,Tie,Tie
2013-08-14,Romania,Slovakia,1,1,Friendly,Bucharest,Romania,False,Tie,Tie
2013-09-06,Estonia,Netherlands,2,2,FIFA World Cup qualification,Tallinn,Estonia,False,Tie,Tie
2013-09-06,Finland,Spain,0,2,FIFA World Cup qualification,Helsinki,Finland,False,Spain,Away
2013-09-06,Germany,Austria,3,0,FIFA World Cup qualification,Munich,Germany,False,Germany,Home
2013-09-06,Italy,Bulgaria,1,0,FIFA World Cup qualification,Palermo,Italy,False,Italy,Home
2013-09-06,Latvia,Lithuania,2,1,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Home
2013-09-06,Malta,Denmark,1,2,FIFA World Cup qualification,Attard,Malta,False,Denmark,Away
2013-09-06,Romania,Hungary,3,0,FIFA World Cup qualification,Bucharest,Romania,False,Romania,Home
2013-09-10,Cyprus,Slovenia,0,2,FIFA World Cup qualification,Nicosia,Cyprus,False,Slovenia,Away
2013-09-10,Greece,Latvia,1,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,Home
2013-09-10,Hungary,Estonia,5,1,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,Home
2013-09-10,Malta,Bulgaria,1,2,FIFA World Cup qualification,Attard,Malta,False,Bulgaria,Away
2013-10-11,Croatia,Belgium,1,2,FIFA World Cup qualification,Zagreb,Croatia,False,Belgium,Away
2013-10-11,Denmark,Italy,2,2,FIFA World Cup qualification,Copenhagen,Denmark,False,Tie,Tie
2013-10-11,Greece,Slovakia,1,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,Home
2013-10-11,Lithuania,Latvia,2,0,FIFA World Cup qualification,Vilnius,Lithuania,False,Lithuania,Home
2013-10-11,Netherlands,Hungary,8,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Home
2013-10-11,Sweden,Austria,2,1,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Home
2013-10-15,Denmark,Malta,6,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,Home
2013-10-15,France,Finland,3,0,FIFA World Cup qualification,Saint-Denis,France,False,France,Home
2013-10-15,Latvia,Slovakia,2,2,FIFA World Cup qualification,Riga,Latvia,False,Tie,Tie
2013-10-15,Portugal,Luxembourg,3,0,FIFA World Cup qualification,Coimbra,Portugal,False,Portugal,Home
2013-10-15,Romania,Estonia,2,0,FIFA World Cup qualification,Bucharest,Romania,False,Romania,Home
2013-10-15,Sweden,Germany,3,5,FIFA World Cup qualification,Solna,Sweden,False,Germany,Away
2013-11-15,Greece,Romania,3,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece,Home
2013-11-15,Italy,Germany,1,1,Friendly,Milan,Italy,False,Tie,Tie
2013-11-15,Poland,Slovakia,0,2,Friendly,Wrocław,Poland,False,Slovakia,Away
2013-11-15,Portugal,Sweden,1,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,Home
2013-11-19,Romania,Greece,1,1,FIFA World Cup qualification,Bucharest,Romania,False,Tie,Tie
2013-11-19,Sweden,Portugal,2,3,FIFA World Cup qualification,Solna,Sweden,False,Portugal,Away
2014-03-05,France,Netherlands,2,0,Friendly,Saint-Denis,France,False,France,Home
2014-03-05,Hungary,Finland,1,2,Friendly,Győr,Hungary,False,Finland,Away
2014-03-05,Spain,Italy,1,0,Friendly,Madrid,Spain,False,Spain,Home
2014-05-13,Germany,Poland,0,0,Friendly,Hamburg,Germany,False,Tie,Tie
2014-05-22,Hungary,Denmark,2,2,Friendly,Debrecen,Hungary,False,Tie,Tie
2014-05-26,Belgium,Luxembourg,5,1,Friendly,Genk,Belgium,False,Belgium,Home
2014-05-28,Denmark,Sweden,1,0,Friendly,Copenhagen,Denmark,False,Denmark,Home
2014-05-29,Finland,Lithuania,0,1,Baltic Cup,Ventspils,Latvia,True,Lithuania,Away
2014-05-29,Latvia,Estonia,0,0,Baltic Cup,Liepāja,Latvia,False,Latvia,Tie
2014-05-31,Finland,Estonia,2,0,Baltic Cup,Ventspils,Latvia,True,Finland,Home
2014-05-31,Latvia,Lithuania,1,0,Baltic Cup,Liepāja,Latvia,False,Latvia,Home
2014-05-31,Portugal,Greece,0,0,Friendly,Oeiras,Portugal,False,Tie,Tie
2014-06-01,Sweden,Belgium,0,2,Friendly,Solna,Sweden,False,Belgium,Away
2014-06-04,Italy,Luxembourg,1,1,Friendly,Perugia,Italy,False,Tie,Tie
2014-06-06,Poland,Lithuania,2,1,Friendly,Gdańsk,Poland,False,Poland,Home
2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,Salvador,Brazil,True,Netherlands,Away
2014-06-16,Germany,Portugal,4,0,FIFA World Cup,Salvador,Brazil,True,Germany,Home
2014-07-04,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,Germany,Away
2014-09-04,Croatia,Cyprus,2,0,Friendly,Pula,Croatia,False,Croatia,Home
2014-09-04,France,Spain,1,0,Friendly,Saint-Denis,France,False,France,Home
2014-09-04,Italy,Netherlands,2,0,Friendly,Bari,Italy,False,Italy,Home
2014-09-04,Slovakia,Malta,1,0,Friendly,Žilina,Slovakia,False,Slovakia,Home
2014-09-04,Sweden,Estonia,2,0,Friendly,Solna,Sweden,False,Sweden,Home
2014-09-07,Greece,Romania,0,1,UEFA Euro qualification,Piraeus,Greece,False,Romania,Away
2014-09-08,Austria,Sweden,1,1,UEFA Euro qualification,Vienna,Austria,False,Tie,Tie
2014-09-08,Estonia,Slovenia,1,0,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,Home
2014-09-09,Croatia,Malta,2,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia,Home
2014-10-09,Lithuania,Estonia,1,0,UEFA Euro qualification,Vilnius,Lithuania,False,Lithuania,Home
2014-10-09,Slovakia,Spain,2,1,UEFA Euro qualification,Žilina,Slovakia,False,Slovakia,Home
2014-10-10,Bulgaria,Croatia,0,1,UEFA Euro qualification,Sofia,Bulgaria,False,Croatia,Away
2014-10-11,Finland,Greece,1,1,UEFA Euro qualification,Helsinki,Finland,False,Tie,Tie
2014-10-11,France,Portugal,2,1,Friendly,Saint-Denis,France,False,France,Home
2014-10-11,Poland,Germany,2,0,UEFA Euro qualification,Warsaw,Poland,False,Poland,Home
2014-10-11,Romania,Hungary,1,1,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2014-10-12,Lithuania,Slovenia,0,2,UEFA Euro qualification,Vilnius,Lithuania,False,Slovenia,Away
2014-10-12,Luxembourg,Spain,0,4,UEFA Euro qualification,Luxembourg,Luxembourg,False,Spain,Away
2014-10-13,Malta,Italy,0,1,UEFA Euro qualification,Attard,Malta,False,Italy,Away
2014-10-14,Denmark,Portugal,0,1,UEFA Euro qualification,Copenhagen,Denmark,False,Portugal,Away
2014-10-14,Finland,Romania,0,2,UEFA Euro qualification,Helsinki,Finland,False,Romania,Away
2014-11-14,Hungary,Finland,1,0,UEFA Euro qualification,Budapest,Hungary,False,Hungary,Home
2014-11-16,Bulgaria,Malta,1,1,UEFA Euro qualification,Sofia,Bulgaria,False,Tie,Tie
2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,False,Tie,Tie
2014-11-16,Netherlands,Latvia,6,0,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands,Home
2014-11-18,France,Sweden,1,0,Friendly,Marseille,France,False,France,Home
2014-11-18,Romania,Denmark,2,0,Friendly,Bucharest,Romania,False,Romania,Home
2014-11-18,Slovakia,Finland,2,1,Friendly,Žilina,Slovakia,False,Slovakia,Home
2014-11-18,Spain,Germany,0,1,Friendly,Vigo,Spain,False,Germany,Away
2015-01-19,Finland,Sweden,1,0,Friendly,Abu Dhabi,United Arab Emirates,True,Finland,Home
2015-03-27,Slovakia,Luxembourg,3,0,UEFA Euro qualification,Žilina,Slovakia,False,Slovakia,Home
2015-03-28,Belgium,Cyprus,5,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium,Home
2015-03-28,Bulgaria,Italy,2,2,UEFA Euro qualification,Sofia,Bulgaria,False,Tie,Tie
2015-03-29,France,Denmark,2,0,Friendly,Saint-Étienne,France,False,France,Home
2015-03-29,Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,Tie
2015-03-31,Netherlands,Spain,2,0,Friendly,Amsterdam,Netherlands,False,Netherlands,Home
2015-06-05,Hungary,Lithuania,4,0,Friendly,Debrecen,Hungary,False,Hungary,Home
2015-06-07,France,Belgium,3,4,Friendly,Saint-Denis,France,False,Belgium,Away
2015-06-08,Malta,Lithuania,2,0,Friendly,Attard,Malta,False,Malta,Home
2015-06-09,Finland,Estonia,0,2,Friendly,Turku,Finland,False,Estonia,Away
2015-06-12,Croatia,Italy,1,1,UEFA Euro qualification,Split,Croatia,False,Tie,Tie
2015-06-12,Latvia,Netherlands,0,2,UEFA Euro qualification,Riga,Latvia,False,Netherlands,Away
2015-06-12,Malta,Bulgaria,0,1,UEFA Euro qualification,Attard,Malta,False,Bulgaria,Away
2015-06-13,Finland,Hungary,0,1,UEFA Euro qualification,Helsinki,Finland,False,Hungary,Away
2015-06-16,Italy,Portugal,0,1,Friendly,Geneva,Switzerland,True,Portugal,Away
2015-06-16,Poland,Greece,0,0,Friendly,Gdańsk,Poland,False,Tie,Tie
2015-09-03,Italy,Malta,1,0,UEFA Euro qualification,Florence,Italy,False,Italy,Home
2015-09-04,Germany,Poland,3,1,UEFA Euro qualification,Frankfurt am Main,Germany,False,Germany,Home
2015-09-04,Greece,Finland,0,1,UEFA Euro qualification,Piraeus,Greece,False,Finland,Away
2015-09-04,Hungary,Romania,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,Tie
2015-09-04,Portugal,France,0,1,Friendly,Lisbon,Portugal,False,France,Away
2015-09-05,Estonia,Lithuania,1,0,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,Home
2015-09-05,Spain,Slovakia,2,0,UEFA Euro qualification,Oviedo,Spain,False,Spain,Home
2015-09-06,Cyprus,Belgium,0,1,UEFA Euro qualification,Nicosia,Cyprus,False,Belgium,Away
2015-09-06,Italy,Bulgaria,1,0,UEFA Euro qualification,Palermo,Italy,False,Italy,Home
2015-09-07,Romania,Greece,0,0,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2015-09-08,Slovenia,Estonia,1,0,UEFA Euro qualification,Maribor,Slovenia,False,Slovenia,Home
2015-09-08,Sweden,Austria,1,4,UEFA Euro qualification,Solna,Sweden,False,Austria,Away
2015-10-08,Portugal,Denmark,1,0,UEFA Euro qualification,Braga,Portugal,False,Portugal,Home
2015-10-08,Romania,Finland,1,1,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2015-10-09,Slovenia,Lithuania,1,1,UEFA Euro qualification,Ljubljana,Slovenia,False,Tie,Tie
2015-10-09,Spain,Luxembourg,4,0,UEFA Euro qualification,Logroño,Spain,False,Spain,Home
2015-10-10,Croatia,Bulgaria,3,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia,Home
2015-10-11,Denmark,France,1,2,Friendly,Copenhagen,Denmark,False,France,Away
2015-10-11,Greece,Hungary,4,3,UEFA Euro qualification,Piraeus,Greece,False,Greece,Home
2015-10-12,Luxembourg,Slovakia,2,4,UEFA Euro qualification,Luxembourg,Luxembourg,False,Slovakia,Away
2015-10-13,Malta,Croatia,0,1,UEFA Euro qualification,Attard,Malta,False,Croatia,Away
2015-11-13,Belgium,Italy,3,1,Friendly,Brussels,Belgium,False,Belgium,Home
2015-11-13,France,Germany,2,0,Friendly,Saint-Denis,France,False,France,Home
2015-11-13,Luxembourg,Greece,1,0,Friendly,Luxembourg,Luxembourg,False,Luxembourg,Home
2015-11-14,Sweden,Denmark,2,1,UEFA Euro qualification,Solna,Sweden,False,Sweden,Home
2015-11-17,Denmark,Sweden,2,2,UEFA Euro qualification,Copenhagen,Denmark,False,Tie,Tie
2015-11-17,Italy,Romania,2,2,Friendly,Bologna,Italy,False,Tie,Tie
2015-11-17,Luxembourg,Portugal,0,2,Friendly,Luxembourg,Luxembourg,False,Portugal,Away
2016-01-06,Sweden,Estonia,1,1,Friendly,Abu Dhabi,United Arab Emirates,True,Tie,Tie
2016-01-10,Sweden,Finland,3,0,Friendly,Abu Dhabi,United Arab Emirates,True,Sweden,Home
2016-03-23,Romania,Lithuania,1,0,Friendly,Giurgiu,Romania,False,Romania,Home
2016-03-24,Italy,Spain,1,1,Friendly,Udine,Italy,False,Tie,Tie
2016-03-25,Netherlands,France,2,3,Friendly,Amsterdam,Netherlands,False,France,Away
2016-03-25,Portugal,Bulgaria,0,1,Friendly,Leiria,Portugal,False,Bulgaria,Away
2016-03-25,Slovakia,Latvia,0,0,Friendly,Trnava,Slovakia,False,Tie,Tie
2016-03-26,Hungary,Croatia,1,1,Friendly,Budapest,Hungary,False,Tie,Tie
2016-03-26,Poland,Finland,5,0,Friendly,Wrocław,Poland,False,Poland,Home
2016-03-27,Romania,Spain,0,0,Friendly,Cluj,Romania,False,Tie,Tie
2016-03-29,Germany,Italy,4,1,Friendly,Munich,Germany,False,Germany,Home
2016-03-29,Portugal,Belgium,2,1,Friendly,Leiria,Portugal,False,Portugal,Home
2016-05-29,Germany,Slovakia,1,3,Friendly,Augsburg,Germany,False,Slovakia,Away
2016-05-29,Lithuania,Estonia,2,0,Baltic Cup,Klaipėda,Lithuania,False,Lithuania,Home
2016-05-30,Sweden,Slovenia,0,0,Friendly,Malmö,Sweden,False,Tie,Tie
2016-05-31,Austria,Malta,2,1,Friendly,Klagenfurt,Austria,False,Austria,Home
